mw_L	root_iast	k1_slp1	verb_type	genuine	classes	dcs_freq	dcs_rank	n_dicts	whitney_anchor	westergaard
65392	guñj	guYj	genuineroot	1	1P	13	3300	3	guYj,36	
65422	guḍ	guq	root	0	6P	0		3		1
65822	guṇṭh	guRW	root	0	10P	1	8660	3	guRW,37	1
65827	guṇḍ	guRq	root	0	10	0		1		1
65859	gud	gud	root	0	1Ā	0		2		1
65883	gudh	guD	genuineroot	1	4P,9P,1Ā	0		1		1
65888	gundr	gundr	root	0	0	0		0		
65898	gup	gup	root	0	4P,4Ā	563	290	6		1
65899	gup	gup	root	0	0Ā,0P	563	290	6	gup,37	
65959	guph	guP	root	0	6	0		1	guP,37	1
65966	gumph	gumP	genuineroot	1	6P	0		1	guP,37	
65978	gur	gur	root	0	6,4	22	2675	5	gur,37	1
66184	gurd	gurd	root	0	1,10	0		0		1
66185	gurv	gurv	root	0	1P	0		0		1
66258	guh	guh	genuineroot	1	1P,1Ā	468	364	5	guh,38	
66386	gū	gU	root	0	0	0		0		
66396	gūr	gUr	root	0	0	0		0		
66402	gūrd	gUrd	root	0	1P	0		0	gUrd,38	
66407	gūrdh	gUrD	genuineroot	1	10P	0		0	gUrD,38	
66412	gṛ	gf	root	0	1P	399	431	2		1
66413	gṛj	gfj	root	0	1	0		0		
66434	gṛdh	gfD	genuineroot	1	4P,4Ā	61	1646	1	gfD,39	1
66808	gṝ	gF	genuineroot	1	9P,9Ā	0		6	gf1,38	
66809	gṝ	gF	genuineroot	1	6P,6Ā	0		6	gf2,38	
66810	gṝ	gF	root	0	10Ā	0		6		1
66817	gep	gep	root	0	1Ā	0		0		1
66820	gev	gev	root	0	1Ā	0		0		1
66821	geṣ	gez	root	0	1Ā	0		0		1
66852	gai	gE	genuineroot	1	1P,1Ā,2,3P	0		6	gA2,35	1
67683	goṣṭa	gozwa	root	0		0		1		
68425	gdha	gDa	root	0	0Ā	0		0		
68437	grath	graT	genuineroot	1	9P,1P,1Ā	0		2	graT,39	
68541	grath	graT	root	0	1Ā	0		2		1
68545	grabh	graB	root	0		0		2		
68546	gras	gras	genuineroot	1	1P,1Ā	519	323	4	gras,40	1
68591	grah	grah	genuineroot	1	9P,9Ā	0		8	graB,40	
69112	gruc	gruc	root	0	1P	0		0		1
69136	glap	glap	root	0	0	0		0		
69143	glas	glas	root	0	1Ā	0		1		1
69145	glah	glah	genuineroot	1	1Ā,1P	9	3807	1	glah,41	1
69159	gluc	gluc	root	0	1P	0		1		
69163	gluñc	gluYc	root	0	1P	0		0		1
69165	glep	glep	root	0	1Ā	0		0		
69168	glev	glev	root	0	1Ā	0		0		
69169	gleṣ	glez	root	0	1Ā	0		0		
69170	glai	glE	genuineroot	1	1P,1Ā,2P,2Ā	0		6	glA,41	
69215	ghaṃṣ	GaMz	root	0	1Ā	0		0		1
69216	ghaṃs	GaMs	root	0	0	0		0		
69217	ghaggh	GagG	root	0	1P	0		0		
69218	ghagh	GaG	root	0	1P	0		0		
69219	ghaṭ	Gaw	genuineroot	1	1Ā,1P	119	1101	3	Gaw,41	1
69346	ghaṭṭ	Gaww	genuineroot	1	1Ā,10P	2	6751	4	Gaww,41	
69362	ghaṇ	GaR	root	0	8P,8Ā	0		0		
69363	ghaṇṭ	GaRw	root	0	1,10P	0		0		1
69591	ghamb	Gamb	root	0	1Ā	0		0		1
69592	ghar	Gar	root	0	10P	0		2		
69628	gharb	Garb	root	0	1P	0		0		1
69692	ghas	Gas	genuineroot	1	1	73	1485	4	Gas,42	1
69778	ghiṇṇ	GiRR	root	0	1Ā	0		0		1
69779	ghu	Gu	root	0	1Ā	0		0		
69785	ghuṭ	Guw	root	0	6P,1Ā	0		1	Guw,42	1
69796	ghuḍ	Guq	root	0	6P	0		0		1
69797	ghuṇ	GuR	root	0	6P,1Ā	0		3		
69812	ghuṇṇ	GuRR	root	0	1Ā	0		0		1
69819	ghur	Gur	root	0	6P,6Ā	0		0		
69841	ghuṣ	Guz	genuineroot	1	1P,1Ā	30	2339	5	Guz,42	
69916	ghuṣ	Guz	root	0	1P	30	2339	5		
69924	ghūr	GUr	root	0	4Ā	0		0		
69925	ghūrṇ	GUrR	genuineroot	1	1P,1Ā	53	1778	4	GUrR,42	
69935	ghṛ	Gf	genuineroot	1	3P,1,10P	25	2547	6	Gf,43	1
70066	ghṛ	Gf	root	0	3P,5,8P,8Ā	25	2547	6		1
70070	ghṛṇ	GfR	root	0	0	0		1		
70104	ghṛṇṇ	GfRR	root	0	1Ā	0		0		1
70114	ghṛṣ	Gfz	genuineroot	1	1P,1Ā	156	910	3	Gfz,43	
70217	ghol	Gol	root	0	10P	0		0		
70246	ghrā	GrA	genuineroot	1	1,3P,3Ā,2P	130	1040	8	GrA,43	
70280	ṅu	Nu	root	0	1Ā	0		0		1
70295	cak	cak	root	0	1P,1Ā	48	1876	3	cak,43	1
70306	cakās	cakAs	root	0	2P,1Ā	20	2775	1	cakAs,43	
70322	cakk	cakk	root	0	10P	0		0		1
70640	cakṣ	cakz	root	0	2Ā,2P	103	1196	4	cakz,44	
70734	cagh	caG	root	0	5	0		0		1
70764	cañc	caYc	genuineroot	1	1P	23	2620	1	caYc,44	
70830	caṭ	caw	genuineroot	1	1P	2	6701	2	caw,44	1
70856	caṭacaṭa	cawacawa	root	0	0P	0		0		
70859	caṭacaṭāya	cawacawAya	root	0		0		0		
70883	caṇ	caR	root	0	1P	0		1		1
70904	caṇḍ	caRq	root	0	1,10Ā	0		0		1
71064	cat	cat	root	0	1P,1Ā	11	3524	3	cat,44	1
71509	cad	cad	root	0	1	0		0		1
71514	can	can	root	0	1	2	6696	1		1
71515	can	can	genuineroot	1		2	6696	1	can,44	
71529	cand	cand	root	0	1	1	8556	1	Scand,177	1
71989	candrikāya	candrikAya	root	0	0Ā	0		0		
71998	cap	cap	root	0	1,10	0		0		1
72049	cam	cam	root	0	1,5	0		4	cam,44	1
72122	camp	camp	root	0	10	0		0		1
72168	camb	camb	root	0	1	0		0		
72171	cay	cay	root	0	1	0		2		1
72173	car	car	genuineroot	1	1Ā,1P	4027	30	8	car,45	1
72400	cargh	carG	root	0	1	0		0		
72401	carc	carc	genuineroot	1	1,10Ā	0		4	carc,45	1
72442	carb	carb	root	0	1	0		0		1
72562	carv	carv	genuineroot	1	10,1	151	931	4	carv,45	1
72587	cal	cal	genuineroot	1	1Ā	491	341	6	cal,45	1
72689	caṣ	caz	root	0	1P,1Ā	0		0		1
72700	cah	cah	root	0	1,10	0		0		
73035	cāy	cAy	root	0	1Ā	30	2338	5	cAy,46	
73297	ci	ci	genuineroot	1	5Ā,5P	763	221	6	ci1,46	1
73362	ci	ci	genuineroot	1	3Ā,5Ā	763	221	6	ci1,46;ci2,46	1
73366	ci	ci	root	0	1	763	221	6		
73413	cikk	cikk	root	0	10P	0		0		
73469	ciṭ	ciw	root	0	1P	0		0		1
73474	cit	cit	genuineroot	1	1,2Ā,3Ā,3P	266	608	6	cit,47	1
74105	cint	cint	root	0	10,1	0		4	cint,47	1
74204	cimicimāya	cimicimAya	root	0		0		0		
74340	ciri	ciri	root	0	5	0		1		1
74354	cil	cil	root	0	6	0		0		1
74368	cill	cill	root	0	1	0		0		
74413	cīk	cIk	root	0	1,10	0		0		
74453	cībh	cIB	root	0	0	0		0		
74454	cīy	cIy	root	0	0	0		0		
74506	cīv	cIv	root	0	1,10	0		0		1
74519	cukk	cukk	root	0	10	0		1		
74547	cucy	cucy	root	0	0	0		0		
74558	cuṭ	cuw	root	0	6,10,1	0		0		
74559	cuṭṭ	cuww	root	0	10	0		0		
74560	cuḍ	cuq	root	0	6	0		0		
74561	cuḍḍ	cuqq	root	0	1	0		0		
74562	cuṇ	cuR	root	0	6	0		0		
74567	cuṇṭh	cuRW	root	0	10	0		0		
74571	cut	cut	root	0	0	0		0		1
74573	cud	cud	root	0	1Ā	31	2303	5	cud,48	
74611	cund	cund	root	0		0		0		
74614	cup	cup	root	0	1	4	5217	3	cup,48	
74616	cup	cup	root	0	6	4	5217	3		
74626	cumb	cumb	root	0	10	71	1510	3		
74627	cumb	cumb	genuineroot	1	1Ā	71	1510	3	cumb,48	1
74646	cur	cur	root	0	10,1	0		2	cur,48	
74681	cul	cul	root	0	10	0		2		1
74694	culump	culump	root	0	1	0		3	culump,48	
74699	cull	cull	root	0	0	0		0		1
74789	cūṇ	cUR	root	0	10	0		0		1
74798	cūr	cUr	root	0	4,10	0		0		1
74801	cūrṇ	cUrR	genuineroot	1	10	0		4		
74874	cūṣ	cUz	genuineroot	1	1	22	2670	4	cUz,48	1
74888	cṛt	cft	root	0	6,1,10	25	2546	2	cft,48	1
74889	cṛp	cfp	root	0	1,10	0		0		
74944	cel	cel	root	0	1	0		1		1
74969	cell	cell	root	0	0	0		0		
74971	ceṣṭ	cezw	root	0	1	200	766	7	cezw,49	
75257	cyu	cyu	root	0	10	715	230	8		1
75258	cyu	cyu	root	0	1P,1Ā	715	230	8	cyu,49	
75341	cyut	cyut	root	0	1	8	3976	1	cyut,49	
75346	cyus	cyus	root	0	10	0		0		1
75390	chad	Cad	genuineroot	1	1,10Ā	270	599	4		1
75556	chad	Cad	genuineroot	1	10,1Ā	270	599	4	Cand,50	
75683	chad	Cad	root	0	1	270	599	4		
75687	chand	Cand	root	0		22	2669	3		
75688	chand	Cand	root	0		22	2669	3		
75694	cham	Cam	root	0	1	0		0		
75700	champ	Camp	root	0	10	0		0		
75712	chal	Cal	genuineroot	1	10P	0		2		
75749	chaṣ	Caz	root	0	1P,1Ā	0		0		
75907	chid	Cid	genuineroot	1	7,9Ā	2139	64	8	Cid,50	
76066	chuṭ	Cuw	root	0	6,10	0		0		
76073	chuḍ	Cuq	root	0	6	0		1		
76078	chup	Cup	root	0	6	0		4		1
76084	chur	Cur	root	0	6	0		3	Cur,51	1
76102	chṛd	Cfd	genuineroot	1	7P,7Ā,1Ā	15	3109	1	Cfd,51	1
76123	chṛp	Cfp	root	0	1,10	0		0		
76143	cho	Co	root	0	4	0		4	CA,50	
76153	chyu	Cyu	root	0	1Ā	0		0		1
76176	jaṃs	jaMs	root	0	1,10	0		0		1
76177	jaṃh	jaMh	root	0	0	0		2		
76186	jakṣ	jakz	root	0	0	114	1138	3	jakz2,51	
76187	jakṣ	jakz	genuineroot	1	2Ā	114	1138	3	jakz1,51	
76462	jaṅkṣ	jaNkz	root	0	1P	0		0		
76500	jaj	jaj	root	0	1P	0		1		1
76514	jañj	jaYj	root	0	1P	0		0	jaYj,51	1
76518	jaṭ	jaw	root	0	1P	0		0		1
76735	jan	jan	genuineroot	1	1,10Ā,10P,3Ā,10,4,2Ā,1Ā	9247	13	8	jan,52	1
77153	jap	jap	genuineroot	1	1Ā	1702	81	5	jap,52	
77183	jabh	jaB	root	0	1	0		3	jamB,53	1
77248	jabh	jaB	root	0	1Ā	0		3		1
77252	jam	jam	root	0	1	0		2	jam,52	1
77741	jarc	jarc	root	0	1	0		0		1
77742	jarch	jarC	root	0	1	0		0		
77743	jarj	jarj	root	0	1	0		0		
77746	jarjh	jarJ	root	0	1	0		0		
77754	jarts	jarts	root	0	1	0		0		1
77760	jal	jal	root	0	1,10	0		1		1
78292	jalp	jalp	root	0	1Ā	126	1068	4	jalp,53	
78360	jaṣ	jaz	root	0	1P,1Ā	0		0		
78362	jas	jas	root	0	1Ā,1P,4P	9	3809	2	jas,53	1
78427	jāgṛ	jAgf	genuineroot	1	2,1Ā	0		6	gf3,39	
79180	ji	ji	genuineroot	1	1Ā,9Ā	4082	29	8	ji1,53	
79399	jinv	jinv	genuineroot	1	1P,1Ā	0		2	ji2,54	
79401	jim	jim	root	0	1	0		3		
79408	jiri	jiri	root	0	5P	0		1		1
79415	jiṣ	jiz	root	0	1	0		0		
79622	jīv	jIv	genuineroot	1	1Ā	2222	61	8	jIv,54	
79968	ju	ju	root	0	0	0		7		
79988	juṅg	juNg	root	0	1	0		0		1
79993	juñc	juYc	root	0	1,10P	0		0		
79994	juṭ	juw	root	0	6	0		0		
79997	juḍ	juq	root	0	6,10	0		0		1
79999	jut	jut	root	0	1	0		0		1
80000	jun	jun	root	0	6	0		0		
80005	jur	jur	genuineroot	1	4,6P,6Ā	0		2	jf1,55	1
80015	jul	jul	root	0	10	0		0		
80017	juṣ	juz	genuineroot	1	6Ā,6P,3P,1P,1Ā	1226	123	5	juz,54	1
80068	jū	jU	root	0	1Ā,9P,1P	88	1322	2	jU,55	1
80097	jūr	jUr	root	0	4Ā	0		0		
80098	jūr	jUr	root	0	4Ā	0		0		
80115	jūrv	jUrv	root	0	1P	2	6767	1	jUrv,55	
80116	jūṣ	jUz	root	0	1P	0		1		
80119	jṛ	jf	root	0	1P	1414	107	2	jf1,55	
80120	jṛ	jf	genuineroot	1	1Ā	1414	107	2		
80122	jṛmbh	jfmB	root	0	1Ā,1P	88	1323	4	jfmB,56	
80153	jṝ	jF	genuineroot	1	1P,4P,4Ā,1Ā,9,10Ā	0		6		1
80154	jṝ	jF	root	0	1Ā	0		6	jf2,55	
80184	jeṣ	jez	root	0	1Ā	0		0		
80186	jeh	jeh	root	0	1Ā	5	4803	1	jeh,56	
80188	jai	jE	root	0	1	0		0		1
80318	jñā	jYA	genuineroot	1	9P,9Ā,3Ā,3P	5041	22	7	jYA1,56	
80523	jyā	jyA	genuineroot	1	9P,4Ā	93	1273	2	jyA,56	1
80661	jyu	jyu	root	0	1Ā	0		0		
80662	jyut	jyut	root	0	1Ā,1P	1	8708	2	jyut,57	1
80838	jyo	jyo	root	0	1Ā	0		0		1
80851	jri	jri	root	0	1P	1	8704	3	jri,57	1
80856	jri	jri	root	0	1,9,10	1	8704	3		
80857	jvar	jvar	genuineroot	1	1	8	3987	7	jvar,57	
80890	jval	jval	genuineroot	1	1P,1Ā	827	200	3	jval,57	
80979	jhaṭ	Jaw	root	0	1	0		0	Jaw,57	1
80982	jhaṇ	JaR	root	0	1	0		0	JaR,58	
80998	jham	Jam	root	0	1P	0		1		
81017	jharc	Jarc	root	0	1	0		0		1
81017.1	jharch	JarC	root	0	1	0		0		
81017.2	jharjh	JarJ	root	0	1	0		0		
81059	jhaṣ	Jaz	root	0	1Ā	0		1		1
81139	jhu	Ju	root	0	1Ā	0		0		
81146	jhūṣ	JUz	root	0	1P	0		0		
81147	jhṝ	JF	root	0	4,9	0		1		
81151	jhyu	Jyu	root	0	1Ā	0		0		
81181	ṭaṅk	waNk	root	0	10	1	11096	1	waNk,58	
81222	ṭal	wal	root	0	1P	0		2	wal,58	1
81238	ṭik	wik	root	0	1Ā	0		0		
81258	ṭip	wip	root	0	10P	0		1		
81264	ṭīk	wIk	root	0	1Ā,1P	0		1	wIk,58	
81299	ṭauk	wOk	root	0	1Ā	0		0		
81301	ṭval	wval	root	0	1P	0		2		1
81339	ḍap	qap	root	0	10Ā	0		0		1
81340	ḍam	qam	root	0	1P	0		0	qam,58	
81347	ḍamp	qamp	root	0	10Ā	0		0		
81348	ḍamb	qamb	root	0	10	0		2	qamb,58	1
81357	ḍambh	qamB	root	0	10Ā	0		0		
81417	ḍip	qip	root	0	10Ā,4,6,10P	0		0		1
81418	ḍim	qim	root	0		0		0		
81421	ḍimp	qimp	root	0		0		0		
81421.1	ḍimb	qimb	root	0		0		0		
81428	ḍimbh	qimB	root	0	0	0		0		
81442	ḍī	qI	genuineroot	1	1,4Ā	0		4	qI,58	
81478	ḍval	qval	root	0		0		0		
81504	ḍhuṇḍh	QuRQ	root	0		0		1		
81523	ḍhauk	QOk	genuineroot	1	1Ā	10	3763	3	QOk,59	
81566	taṃs	taMs	root	0	1P,1Ā,10	5	4980	2	taMs,59	1
81570	tak	tak	root	0	2,1	7	4324	2	tak,59	1
81602	takṣ	takz	genuineroot	1	1P,1Ā,2,5Ā	161	897	6	takz,59	1
81649	taṅk	taNk	root	0	1P	0		3		
81651	taṅg	taNg	root	0	1P	0		0		1
81659	tañc	taYc	root	0	1	3	6148	3		
81660	tañc	taYc	root	0	7	3	6148	3	taYc,60	
81661	tañj	taYj	root	0	0	0		0		
81663	taṭ	taw	root	0	1P	1	10261	1	taw,60	1
81685	taḍ	taq	genuineroot	1	10	1	10259	6	taq,60	1
81720	taṇḍ	taRq	root	0	1Ā	0		0		1
82219	tan	tan	root	0	1,10	716	229	7		
82220	tan	tan	genuineroot	1	4	716	229	7	tan2,61	
82226	tan	tan	genuineroot	1	8P,8Ā	716	229	7	tan1,60	
82581	tand	tand	root	0	1Ā	3	6146	0	tand,61	
82582	tandr	tandr	root	0	1P	0		1		
82606	tap	tap	root	0	4Ā	2065	66	6		1
82608	tap	tap	genuineroot	1	1Ā,4,4Ā,4P	2065	66	6	tap,61	
82867	tam	tam	genuineroot	1	4Ā	99	1230	7	tam,61	1
83014	tamb	tamb	root	0	1	0		0		
83018	tay	tay	root	0	1	0		0		1
83185	taruṣ	taruz	root	0		0		0		
83341	tark	tark	genuineroot	1	10	0		7	tark,61	
83427	tarj	tarj	genuineroot	1	1Ā	9	3885	6	tarj,62	
83448	tard	tard	root	0	1P	0		2		1
83479	tarb	tarb	root	0	1P	0		0		
83502	tal	tal	root	0	1,10	0		1		1
83653	tas	tas	root	0	4	0		0		1
84221	tāy	tAy	root	0	1	0		3	tAy,62	1
84740	tik	tik	root	0	1,5	0		3		1
84747	tig	tig	root	0	5	0		1		
84749	tigh	tiG	root	0	5	0		0		1
84753	tij	tij	genuineroot	1	1P	6	4622	6	tij,62	1
84971	tip	tip	root	0	1P	0		0		1
84973	tim	tim	root	0	4P	7	4326	2	tim,62	
85213	til	til	root	0	1	0		3		
85214	til	til	root	0	6,10	0		3		
85350	till	till	root	0	1P	0		0		1
85391	tīk	tIk	root	0	1Ā	0		0		1
85527	tīm	tIm	root	0	4	0		1		
85649	tīv	tIv	root	0	1	0		1		
85700	tīvraya	tIvraya	root	0		0		0		
85705	tu	tu	root	0	2	5	4985	3	tu,63	
85813	tuj	tuj	genuineroot	1	6Ā,6P,1	35	2203	1	tuj,63	1
85823	tuṭ	tuw	root	0	6	0		1		
85827	tuḍ	tuq	root	0	1,6	0		3		
85830	tuḍḍ	tuqq	root	0	1P	0		0		
85831	tuṇ	tuR	root	0	6P	0		0		
85833	tuṇḍ	tuRq	root	0	1Ā	0		1		
85879	tud	tud	genuineroot	1	6P	99	1231	6	tud,63	
85892	tund	tund	root	0	1	0		0		1
85921	tup	tup	root	0	1,6	0		1		
85921.1	tuph	tuP	root	0	1,6	0		0		
85936	tubh	tuB	root	0	1,4,9	0		0		
85943	tump	tump	root	0	1,6	0		1		1
85943.1	tumph	tumP	root	0	1,6	0		0		
85944	tumb	tumb	root	0	1,10	0		0		
85972	tur	tur	root	0	6Ā,4Ā,3	16	3070	1		
86098	turv	turv	root	0	1P	9	3887	3	turv,64	
86105	tul	tul	genuineroot	1	10Ā	0		5	tul,64	
86263	tuś	tuS	root	0	1	12	3465	3	tuS,64	
86264	tuś	tuS	root	0	1	12	3465	3		
86265	tuṣ	tuz	genuineroot	1	4	840	196	6	tuz,64	
86323	tus	tus	root	0	1	0		0		
86325	tuh	tuh	root	0	1	0		0		
86357	tūḍ	tUq	root	0	1	0		0		1
86358	tūṇ	tUR	root	0	10	0		2		
86445	tūl	tUl	root	0	1,10	0		1		
86494	tūṣ	tUz	root	0	1	0		0		
86525	tṛkṣ	tfkz	root	0	1	0		1		
86537	tṛṇ	tfR	root	0	8	0		3		
86720	tṛd	tfd	root	0	7Ā	39	2103	1	tfd,65	
86723	tṛp	tfp	genuineroot	1	4,5,6Ā,6P,1Ā	696	235	3	tfp,65	
86765	tṛph	tfP	root	0	6	0		0		
86769	tṛmp	tfmp	root	0	6	0		0		
86772	tṛmph	tfmP	root	0	6	0		0		
86774	tṛṣ	tfz	genuineroot	1	4Ā	55	1752	5	tfz,66	
86816	tṛh	tfh	root	0	7,6	19	2878	0	tfh,66	
86817	tṝ	tF	genuineroot	1	1P,1Ā,5,3,6P,6Ā	0		6	tf,64	
86820	tej	tej	root	0	0	0		0		1
86949	tep	tep	root	0	1	0		0		1
86954	tev	tev	root	0	1	0		0		
87142	toḍ	toq	root	0	1	0		0		
87337	tyaj	tyaj	genuineroot	1	1P,1Ā	2417	52	4	tyaj,66	
87411	traṃs	traMs	root	0	1,10	0		0		1
87412	trakh	traK	root	0	1	0		0		
87413	traṅk	traNk	root	0	1	0		0		
87413.1	traṅkh	traNK	root	0	1	0		0		
87413.2	traṅg	traNg	root	0	1	0		0		
87421	trand	trand	root	0	1	0		0		
87422	trap	trap	root	0	1	2	7363	7	trap,67	
87509	tras	tras	root	0	10P	267	606	5		
87510	tras	tras	genuineroot	1	1,4Ā	267	606	5	tras,67	
88598	triṅkh	triNK	root	0	1P	0		0		
88608	truṭ	truw	root	0	6,4Ā	28	2435	3	truw,67	1
88626	trup	trup	root	0	1	0		0		
88627	truph	truP	root	0	0	0		0		
88628	trump	trump	root	0	0	0		0		
88629	trumph	trumP	root	0	0	0		0		
88647	trai	trE	root	0	1Ā	0		5	trA,67	
88806	trauk	trOk	root	0	1Ā	0		0		1
88987	tvakṣ	tvakz	root	0	1	0		3	tvakz,68	
88990	tvaṅg	tvaNg	root	0	1	3	6152	0	tvaNg,68	
88991	tvac	tvac	root	0	6	0		2	tvac,68	
89085	tvañc	tvaYc	root	0	1,7	0		0		
89087	tvar	tvar	root	0	1	539	310	4	tvar,68	
89141	tviṣ	tviz	root	0	1Ā,1P	16	3071	5	tviz,68	
89175	tsar	tsar	root	0	1	8	4061	2	tsar,68	
89201	tharv	Tarv	root	0	1P	0		0		
89203	thuḍ	Tuq	root	0	6	0		4		
89208	thurv	Turv	root	0	1P	0		0	Turv,69	1
89230	daṃś	daMS	root	0	1,10P,1P,10Ā	296	557	4		1
89231	daṃś	daMS	root	0	1,6Ā	296	557	4	daMS,69	
89295	daṃs	daMs	root	0	1,10	0		2	daMs,69	
89296	daṃs	daMs	root	0	10,1P,10Ā	0		2		
89310	daṃh	daMh	root	0	10	0		1		
89316	dakṣ	dakz	genuineroot	1	1P,1Ā	8	3977	4	dakz,69	1
89565	dagh	daG	root	0	5,4	18	2901	2	daG,69	1
89568	daṅgh	daNG	root	0	1	0		0		
89874	dad	dad	root	0	1	2	6709	3	dA1,71	
89899	dadh	daD	root	0	1	0		1		1
90012.1	dan	dan	root	0		1	8592	0		
90226	danv	danv	root	0	1P	0		0		1
90227	dabh	daB	root	0	1,5Ā	96	1247	3	daB,70	1
90246	dam	dam	genuineroot	1	4P,9Ā	342	491	6	dam,70	
90315	damadamāya	damadamAya	root	0	0P,0Ā	0		0		
90318	dambh	damB	root	0	0	0		3		
90342	day	day	root	0	1Ā	38	2114	3	day,70	
90700	dal	dal	genuineroot	1	1	27	2451	6	dal,70	
91129	das	das	root	0	1,4Ā	22	2672	2	das,71	
91164	dah	dah	genuineroot	1	1P,1Ā	2275	58	6	dah,71	
91212	dā	dA	genuineroot	1	3Ā,1Ā	12008	7	5	dA1,71;dA2,71	
91425	dā	dA	genuineroot	1	4P	12008	7	5	dA3,71	
91610	dān	dAn	root	0	1P,1Ā,10P,10Ā	0		2		1
91644	dāy	dAy	root	0	1Ā	0		0		1
91851	dāś	dAS	genuineroot	1	1P,1Ā,2,5P	290	565	3	dAS,73	1
91919	dās	dAs	root	0	1P,1Ā,5P	2	6738	3		1
92215	dinv	dinv	root	0	1P	0		0		
92216	dip	dip	root	0	1Ā	0		0		
92218	dimp	dimp	root	0	10Ā	0		0		
92219	dimbh	dimB	root	0	10Ā,10P	0		0		
92228	div	div	root	0	1P,10P,10Ā	110	1152	6	dIv2,75	1
92229	div	div	genuineroot	1	4	110	1152	6	dIv1,75;dIv1,75	
92472	diś	diS	genuineroot	1	3P,6	186	810	9	diS,73	
92642	dih	dih	genuineroot	1	2P,2Ā	185	815	6	dih,73	1
92645	dī	dI	root	0	4P,4Ā	12	3415	4	dI1,74	
92646	dī	dI	root	0	3P,3Ā	12	3415	4	dI2,74	
92658	dī	dI	root	0	4Ā	12	3415	4		1
92691	dīkṣ	dIkz	root	0	1Ā	855	195	6	dIkz,74	1
92748	dīdhī	dIDI	root	0	2Ā,2P	0		1		1
92760	dīdhī	dIDI	root	0	2Ā	0		1	DI,82	
92769	dīp	dIp	genuineroot	1	4Ā	1162	137	5	dIp,74	
93281	du	du	root	0	1P	82	1383	4		1
93282	du	du	root	0	5P,4Ā	82	1383	4	du,75	1
93568	dudh	duD	root	0	1P	8	3980	0	duD,75	
94721	durv	durv	root	0	1P	0		0		1
94723	dul	dul	root	0	10P	0		2	dul,75	
94725	dulayate	dulayate	root	0		0		0		
94747	duṣ	duz	genuineroot	1	4P	829	199	4	duz,76	
94847	duh	duh	root	0	1P	806	203	6		
94848	duh	duh	genuineroot	1	2P,2Ā,6P,6Ā,4Ā	806	203	6	duh,76	
95065	dṛ	df	root	0	6Ā	151	932	4	df2,77	1
95068	dṛṃh	dfMh	genuineroot	1	1P,1Ā,4P,4Ā	0		1	dfh,78	1
95245	dṛp	dfp	root	0	6P	106	1177	6		1
95246	dṛp	dfp	genuineroot	1	4P	106	1177	6	dfp,77	1
95254	dṛbh	dfB	root	0	1,10P	2	6739	2		1
95255	dṛbh	dfB	root	0	6P	2	6739	2	dfB,77	1
95260	dṛmp	dfmp	root	0	0	0		0		
95263	dṛś	dfS	genuineroot	1	0P,0Ā	14866	6	6	dfS,78	
95496	dṝ	dF	genuineroot	1	9P,2P,2Ā	0		5	df1,76	1
95497	de	de	root	0	1Ā	0		0		1
95516	dev	dev	root	0	0	0		3		
96723	dai	dE	root	0	1P	0		2	dA4,72	1
96951	do	do	root	0	2,4P,4Ā	0		3		
97279	dyu	dyu	root	0	2P	0		3	dyu,79	1
97391	dyut	dyut	genuineroot	1	1Ā,1P	75	1455	6	dyut,79	
97514	dyai	dyE	root	0	1P	0		1		1
97543	dram	dram	root	0	1P	0		2	dram,79	1
97755	drā	drA	genuineroot	1	2P,2Ā	21	2729	5	drA1,79	
97774	drākh	drAK	root	0	1P	0		0		1
97775	drāgh	drAG	root	0	1Ā	0		0		1
