lesson	lemma_iast	lemma_slp1	count_all	rank_all	band	cand_no	dcs_text	dcs_ref	dcs_sent	form	example_iast	public_glosses
XVIII	sṛj	sfj	1840	361	топ-1000	2	Mahābhārata	MBh, 10, 17	MBh, 10, 17, 13.2	srakṣyāmi	yadi me nāgrajastvanyastataḥ srakṣyāmyahaṃ prajāḥ	сотворил | выпустил | создал
XVIII	sṛj	sfj	1840	361	топ-1000	3	Tantrāloka	TĀ, 1	TĀ, 1, 259	srakṣyamāṇo	srakṣyamāṇo viśeṣāṃśo yadā tūparamettadā	сотворил | выпустил | создал
XVIII	sṛj	sfj	1840	361	топ-1000	4	Tantrāloka	TĀ, 1	TĀ, 1, 267	srakṣyamāṇa	vikalpasrakṣyamāṇānyarucitāṃśasahiṣṇunaḥ	сотворил | выпустил | создал
XVIII	sṛj	sfj	1840	361	топ-1000	5	Tantrāloka	TĀ, 1	TĀ, 1, 268	srakṣyamāṇa	tadaiva saṃviccinute yāvataḥ srakṣyamāṇatā	сотворил | выпустил | создал
XVIII	sṛj	sfj	1840	361	топ-1000	6	Harivaṃśa	HV, 35	HV, 35, 46.2	srakṣye	dārayogaṃ vinā srakṣye putram ātmatanūruham	сотворил | выпустил | создал
XVIII	ruh	ruh	310	2079	редкое	1	Mahābhārata	MBh, 3, 188	MBh, 3, 188, 76.2	rokṣyanti	sasyāni ca na rokṣyanti yugānte paryupasthite	поднялся | взойти | поднимись
XVIII	ruh	ruh	310	2079	редкое	2	Śatapathabrāhmaṇa	ŚBM, 5, 2, 1	ŚBM, 5, 2, 1, 10	rokṣyan	sa rokṣyan jāyām āmantrayate	поднялся | взойти | поднимись
XVIII	ruh	ruh	310	2079	редкое	3	Kāṭhakasaṃhitā	KS, 14, 8	KS, 14, 8, 10	rokṣyan	svar eva rokṣyan patnyā saṃvadate	поднялся | взойти | поднимись
XVIII	ruh	ruh	310	2079	редкое	4	Āpastambaśrautasūtra	ĀpŚS, 18, 5	ĀpŚS, 18, 5, 12	rokṣyāmi	ahaṃ nāv ubhayoḥ suvo rokṣyāmīti yajamāno 'ntataḥ	поднялся | взойти | поднимись
XVIII	ruh	ruh	310	2079	редкое	5	Maitrāyaṇīsaṃhitā	MS, 1, 11, 8	MS, 1, 11, 8, 1	rokṣyan	svo rohāvehi svo rohāvehi svo rohāveti svar vā etad rokṣyan patnyā saṃvadate	поднялся | взойти | поднимись
XVIII	ruh	ruh	310	2079	редкое	6	Vārāhaśrautasūtra	VārŚS, 3, 1, 2	VārŚS, 3, 1, 2, 16	rokṣyāmi	ahaṃ nāv ubhayo rokṣyāmīty uktvāyuryajñena kalpata iti yajamāno yūpam ārohati	поднялся | взойти | поднимись
XXI	vid	vid	9384	48	топ-100	1	Hitopadeśa	Hitop, 3	Hitop, 3, 104.15	vidyate	na kāpy anyā vārtā vidyate	знает | знай | знают
XXI	vid	vid	9384	48	топ-100	2	Hitopadeśa	Hitop, 3	Hitop, 3, 116.2	vidvān	avidvān api bhūpālo vidyāvṛddhopasevayā	знает | знай | знают
XXI	vid	vid	9384	48	топ-100	3	Hitopadeśa	Hitop, 2	Hitop, 2, 113.2	vidaḥ	same nimnonnatānīva citrakarmavido janāḥ	знает | знай | знают
XXI	vid	vid	9384	48	топ-100	4	Hitopadeśa	Hitop, 3	Hitop, 3, 5.2	vidvān	vidvān evopadeṣṭavyo nāvidvāṃs tu kadācana	знает | знай | знают
XXI	vid	vid	9384	48	топ-100	5	Hitopadeśa	Hitop, 4	Hitop, 4, 66.11	vetti	ato 'haṃ bravīmyātmaupamyena yo vettītyādi	знает | знай | знают
XXI	vid	vid	9384	48	топ-100	6	Hitopadeśa	Hitop, 1	Hitop, 1, 76.6	vidyate	vidyate hi nṛśaṃsebhyo bhayaṃ guṇavatām api	знает | знай | знают
XXI	ās	As	1379	494	топ-1000	1	Hitopadeśa	Hitop, 3	Hitop, 3, 33.4	āste	śuko 'pi mama paścād āgacchann āste	сидит | пребывает | сидят
XXI	ās	As	1379	494	топ-1000	2	Hitopadeśa	Hitop, 4	Hitop, 4, 99.14	āstām	tato yady asmatsevayā vasati tad āstām	сидит | пребывает | сидят
XXI	ās	As	1379	494	топ-1000	3	Hitopadeśa	Hitop, 2	Hitop, 2, 83	āsyatām	damanako vihasyāha mitra tūṣṇīm āsyatām	сидит | пребывает | сидят
XXI	ās	As	1379	494	топ-1000	4	Hitopadeśa	Hitop, 3	Hitop, 3, 14.3	āsate	śaśino vyapadeśena śaśakāḥ sukham āsate	сидит | пребывает | сидят
XXI	ās	As	1379	494	топ-1000	5	Hitopadeśa	Hitop, 2	Hitop, 2, 123.4	āste	sa ca sarvadā paśūnāṃ vadhaṃ kurvann āste	сидит | пребывает | сидят
XXI	ās	As	1379	494	топ-1000	6	Hitopadeśa	Hitop, 3	Hitop, 3, 82.2	āsīta	uparudhyārim āsīta rāṣṭraṃ cāsyopapīḍayet	сидит | пребывает | сидят
XXI	śru	Sru	9431	47	топ-100	1	Hitopadeśa	Hitop, 1	Hitop, 1, 1.2	śṛṇuta	bho rājaputrāḥ śṛṇuta	услышав | Услышав | выслушав
XXI	śru	Sru	9431	47	топ-100	2	Hitopadeśa	Hitop, 1	Hitop, 1, 178	śṛṇu	anyac ca bhrātaḥ śṛṇu	услышав | Услышав | выслушав
XXI	śru	Sru	9431	47	топ-100	3	Hitopadeśa	Hitop, 3	Hitop, 3, 143	śṛṇu	sāraso brūte śṛṇu deva	услышав | Услышав | выслушав
XXI	śru	Sru	9431	47	топ-100	4	Hitopadeśa	Hitop, 3	Hitop, 3, 116	śṛṇu	gṛdhro 'vadad deva śṛṇu	услышав | Услышав | выслушав
XXI	śru	Sru	9431	47	топ-100	5	Hitopadeśa	Hitop, 4	Hitop, 4, 1.3	śrūyatām	viṣṇuśarmeṇoktam śrūyatām	услышав | Услышав | выслушав
XXI	śru	Sru	9431	47	топ-100	6	Hitopadeśa	Hitop, 1	Hitop, 1, 2.3	śṛṇuta	viṣṇuśarmovāca śṛṇuta yūyam	услышав | Услышав | выслушав
XXII	as	as	24567	17	топ-100	1	Hitopadeśa	Hitop, 3	Hitop, 3, 140	asti	tat tāvad atra nāsti	есть | ты | я
XXII	as	as	24567	17	топ-100	2	Hitopadeśa	Hitop, 1	Hitop, 1, 73	astu	kākena uktamevam astu	есть | ты | я
XXII	as	as	24567	17	топ-100	3	Hitopadeśa	Hitop, 4	Hitop, 4, 19.4	astu	matsyā āhuḥ evam astu	есть | ты | я
XXII	as	as	24567	17	топ-100	4	Hitopadeśa	Hitop, 2	Hitop, 2, 66.8	'si	rājāha cirād dṛṣṭo 'si	есть | ты | я
XXII	as	as	24567	17	топ-100	5	Hitopadeśa	Hitop, 1	Hitop, 1, 112.2	astu	vāyaso 'vadad evam astu	есть | ты | я
XXII	as	as	24567	17	топ-100	6	Hitopadeśa	Hitop, 2	Hitop, 2, 32.7	'sti	kukkuraś copaviṣṭo 'sti	есть | ты | я
XXII	tāḍay	tAqay	435	1585	редкое	1	Rāmāyaṇa	Rām, Yu, 33	Rām, Yu, 33, 35.2	tāḍayāmāsa	suṣeṇaṃ tāḍayāmāsa nanāda ca muhur muhuḥ	ударил | поразил | нанес удары
XXII	tāḍay	tAqay	435	1585	редкое	2	Rāmāyaṇa	Rām, Yu, 58	Rām, Yu, 58, 14.2	tāḍayāmāsa	devāntakam abhidrutya tāḍayāmāsa saṃyuge	ударил | поразил | нанес удары
XXII	tāḍay	tAqay	435	1585	редкое	3	Rāmāyaṇa	Rām, Yu, 58	Rām, Yu, 58, 38.2	tāḍayāmāsa	utpatya ca hanūmantaṃ tāḍayāmāsa muṣṭinā	ударил | поразил | нанес удары
XXII	tāḍay	tAqay	435	1585	редкое	4	Rāmāyaṇa	Rām, Yu, 63	Rām, Yu, 63, 2	tāḍayāmāsa	āhūya so 'ṅgadaṃ kopāt tāḍayāmāsa vegitaḥ	ударил | поразил | нанес удары
XXII	tāḍay	tAqay	435	1585	редкое	5	Rāmāyaṇa	Rām, Yu, 36	Rām, Yu, 36, 17.2	tāḍayāmāsa	yūthapān api tān sarvāṃstāḍayāmāsa rāvaṇiḥ	ударил | поразил | нанес удары
XXII	tāḍay	tAqay	435	1585	редкое	6	Rāmāyaṇa	Rām, Utt, 15	Rām, Utt, 15, 9.2	tāḍayāmāsa	śaktibhistāḍayāmāsa tisṛbhir yakṣapuṃgavaḥ	ударил | поразил | нанес удары
XXX	manas	manas	5528	74	топ-100	1	Hitopadeśa	Hitop, 4	Hitop, 4, 85.2	manaso	yadviyogāsilūnasya manaso nāsti bheṣajam	ум | разум | сердце
XXX	manas	manas	5528	74	топ-100	2	Hitopadeśa	Hitop, 1	Hitop, 1, 127.3	manas	arthanāśaṃ manastāpaṃ gṛhe duścaritāni ca	ум | разум | сердце
XXX	manas	manas	5528	74	топ-100	3	Hitopadeśa	Hitop, 1	Hitop, 1, 87.2	mano	sādhoḥ prakopitasyāpi mano nāyāti vikriyām	ум | разум | сердце
XXX	manas	manas	5528	74	топ-100	4	Hitopadeśa	Hitop, 2	Hitop, 2, 50.2	manaḥ	netravaktravikāreṇa lakṣyate'ntargataṃ manaḥ	ум | разум | сердце
XXX	manas	manas	5528	74	топ-100	5	Hitopadeśa	Hitop, 4	Hitop, 4, 13.4	manasā	phalena manasā vācā dṛṣṭyā cainaṃ praharṣayet	ум | разум | сердце
XXX	manas	manas	5528	74	топ-100	6	Hitopadeśa	Hitop, 0	Hitop, 0, 17.2	manaḥ	dāne tapasi śaurye ca yasya na prathitaṃ manaḥ	ум | разум | сердце
XXX	tejas	tejas	3472	143	топ-1000	1	Hitopadeśa	Hitop, 3	Hitop, 3, 99.4	tejas	sāmānādhikaraṇyaṃ hi tejastimirayoḥ kutaḥ	блеск | жар | блеском
XXX	tejas	tejas	3472	143	топ-1000	2	Hitopadeśa	Hitop, 2	Hitop, 2, 81.10	tejas	mṛtyuś ca vasati krodhe sarvatejomayo hi saḥ	блеск | жар | блеском
XXX	tejas	tejas	3472	143	топ-1000	3	Manusmṛti	ManuS, 6	ManuS, 6, 39.2	tejas	tasya tejomayā lokā bhavanti brahmavādinaḥ	блеск | жар | блеском
XXX	tejas	tejas	3472	143	топ-1000	4	Manusmṛti	ManuS, 7	ManuS, 7, 5.2	tejasā	tasmād abhibhavaty eṣa sarvabhūtāni tejasā	блеск | жар | блеском
XXX	tejas	tejas	3472	143	топ-1000	5	Manusmṛti	ManuS, 7	ManuS, 7, 11.2	tejas	mṛtyuś ca vasati krodhe sarvatejomayo hi saḥ	блеск | жар | блеском
XXX	tejas	tejas	3472	143	топ-1000	6	Manusmṛti	ManuS, 7	ManuS, 7, 14.2	tejas	brahmatejomayaṃ daṇḍam asṛjat pūrvam īśvaraḥ	блеск | жар | блеском
XXX	candramas	candramas	369	1812	редкое	1	Hitopadeśa	Hitop, 0	Hitop, 0, 18.3	candramās	ekaś candramās tamo hanti na ca tārāgaṇair api	луна | месяц | Месяц
XXX	candramas	candramas	369	1812	редкое	2	Rāmāyaṇa	Rām, Ār, 16	Rām, Ār, 16, 3.2	candramā	virarāja mahābāhuś citrayā candramā iva	луна | месяц | Месяц
XXX	candramas	candramas	369	1812	редкое	3	Rāmāyaṇa	Rām, Yu, 60	Rām, Yu, 60, 13.2	candramasā	rarāja paripūrṇena nabhaścandramasā yathā	луна | месяц | Месяц
XXX	candramas	candramas	369	1812	редкое	4	Rāmāyaṇa	Rām, Su, 16	Rām, Su, 16, 25	candramāḥ	vṛtaḥ paramanārībhistārābhir iva candramāḥ	луна | месяц | Месяц
XXX	candramas	candramas	369	1812	редкое	5	Rāmāyaṇa	Rām, Su, 31	Rām, Su, 31, 6	candramasā	kiṃ nu candramasā hīnā patitā vibudhālayāt	луна | месяц | Месяц
XXX	candramas	candramas	369	1812	редкое	6	Rāmāyaṇa	Rām, Yu, 31	Rām, Yu, 31, 8	candramāḥ	rajanyām aprakāśaśca saṃtāpayati candramāḥ	луна | месяц | Месяц
XXXII	mahābāhu	mahAbAhu	21	11898	редкое	1	Mahābhārata	MBh, 1, 61	MBh, 1, 61, 83.18	mahābāhuḥ	ayobāhur mahābāhuścitracāpasukuṇḍalau	могучерукий | мощнорукий | мощнодланный
XXXII	mahābāhu	mahAbAhu	21	11898	редкое	2	Mahābhārata	MBh, 1, 61	MBh, 1, 61, 48	mahābāhur	tṛtīyastu mahārāja mahābāhur mahāsuraḥ	могучерукий | мощнорукий | мощнодланный
XXXII	mahābāhu	mahAbAhu	21	11898	редкое	3	Mahābhārata	MBh, 1, 108	MBh, 1, 108, 7	mahābāhuḥ	ayobāhur mahābāhuścitrāṅgaścitrakuṇḍalaḥ	могучерукий | мощнорукий | мощнодланный
XXXII	mahābāhu	mahAbAhu	21	11898	редкое	4	Mahābhārata	MBh, 6, 61	MBh, 6, 61, 46.2	mahābāho	viśveśvara mahābāho jaya lokārthatatpara	могучерукий | мощнорукий | мощнодланный
XXXII	mahābāhu	mahAbAhu	21	11898	редкое	5	Mahābhārata	MBh, 7, 158	MBh, 7, 158, 21.2	mahābāho	āvāraya mahābāho dhārtarāṣṭrasya vāhinīm	могучерукий | мощнорукий | мощнодланный
XXXII	mahābāhu	mahAbAhu	21	11898	редкое	6	Mahābhārata	MBh, 5, 68	MBh, 5, 68, 14.3	mahābāhur	āgantā hi mahābāhur ānṛśaṃsyārtham acyutaḥ	могучерукий | мощнорукий | мощнодланный
XXXVII	sthā	sTA	7882	57	топ-100	1	Ṛgveda	ṚV, 8, 102	ṚV, 8, 102, 13.2	asthiran	vāyor anīke asthiran	пребывает | стоит | стоя
XXXVII	sthā	sTA	7882	57	топ-100	2	Ṛgveda	ṚV, 1, 74	ṚV, 1, 74, 8.2	asthāt	pra dāśvāṁ agne asthāt	пребывает | стоит | стоя
XXXVII	sthā	sTA	7882	57	топ-100	3	Kauśikasūtra	KauśS, 4, 12	KauśS, 4, 12, 5	asthād	asthād dyaur iti niveṣṭanam	пребывает | стоит | стоя
XXXVII	sthā	sTA	7882	57	топ-100	4	Saddharmapuṇḍarīkasūtra	SDhPS, 7	SDhPS, 7, 27	asthāt	dvitīyamapyantarakalpam asthāt	пребывает | стоит | стоя
XXXVII	sthā	sTA	7882	57	топ-100	5	Kāṭhakasaṃhitā	KS, 19, 11	KS, 19, 11, 66	asthād	agre bṛhann uṣasām ūrdhvo asthād iti	пребывает | стоит | стоя
XXXVII	sthā	sTA	7882	57	топ-100	6	Atharvaveda (Paippalāda)	AVP, 19, 4	AVP, 19, 4, 13.2	asthur	asthur madhyamā yāḥ sākam antā araṃsata	пребывает | стоит | стоя
XXXVII	dā	dA	9987	43	топ-100	1	Manusmṛti	ManuS, 2	ManuS, 2, 114.2	adāḥ	asūyakāya māṃ mādās tathā syāṃ vīryavattamā	дает | дам | дай
XXXVII	dā	dA	9987	43	топ-100	2	Rāmāyaṇa	Rām, Su, 56	Rām, Su, 56, 81.2	adāt	aṅgulīyam abhijñānam adāt tubhyaṃ yaśasvini	дает | дам | дай
XXXVII	dā	dA	9987	43	топ-100	3	Mahābhārata	MBh, 3, 190	MBh, 3, 190, 39	adāt	athaināṃ rājñe pitādāt	дает | дам | дай
XXXVII	dā	dA	9987	43	топ-100	4	Mahābhārata	MBh, 1, 213	MBh, 1, 213, 48.4	adād	mahiṣīṇām adād bhūripayasām ayutadvayam	дает | дам | дай
XXXVII	dā	dA	9987	43	топ-100	5	Mahābhārata	MBh, 12, 137	MBh, 12, 137, 9	adāt	phalam ekaṃ sutāyādād rājaputrāya cāparam	дает | дам | дай
XXXVII	dā	dA	9987	43	топ-100	6	Mahābhārata	MBh, 1, 105	MBh, 1, 105, 7.39	adāt	ratnāni ca vicitrāṇi śalyāyādāt sahasraśaḥ	дает | дам | дай
XXXVII	dhā	DA	2272	283	топ-1000	1	Kāṭhakasaṃhitā	KS, 12, 3	KS, 12, 3, 25	adhāḥ	trir mādhā viṣṇa iti	дай | дайте | поставили
XXXVII	dhā	DA	2272	283	топ-1000	2	Āpastambaśrautasūtra	ĀpŚS, 6, 23	ĀpŚS, 6, 23, 1.6	dhīmahi	viśvā vāmāni dhīmahi	дай | дайте | поставили
XXXVII	dhā	DA	2272	283	топ-1000	3	Ṛgveda	ṚV, 10, 127	ṚV, 10, 127, 1.2	'dhita	viśvā adhi śriyo 'dhita	дай | дайте | поставили
XXXVII	dhā	DA	2272	283	топ-1000	4	Maitrāyaṇīsaṃhitā	MS, 1, 6, 6	MS, 1, 6, 6, 12	'dhita	tad virājaṃ madhyato 'dhita	дай | дайте | поставили
XXXVII	dhā	DA	2272	283	топ-1000	5	Maitrāyaṇīsaṃhitā	MS, 1, 6, 6	MS, 1, 6, 6, 15	'dhita	paśūn vā etan madhyato 'dhita	дай | дайте | поставили
XXXVII	dhā	DA	2272	283	топ-1000	6	Kauśikasūtra	KauśS, 4, 12	KauśS, 4, 12, 21	'dhām	upa te 'dhām ity uparyupāsyati	дай | дайте | поставили
XXXVII	kram	kram	276	2293	редкое	1	Ṛgveda	ṚV, 9, 32	ṚV, 9, 32, 1.2	akramuḥ	sutā vidathe akramuḥ	выступаю | поднялась | выступил
XXXVII	kram	kram	276	2293	редкое	2	Taittirīyabrāhmaṇa	TB, 1, 2, 1	TB, 1, 2, 1, 16.10	akrann	akrann imaṃ pitaro lokam asmai	выступаю | поднялась | выступил
XXXVII	kram	kram	276	2293	редкое	3	Ṛgveda	ṚV, 9, 31	ṚV, 9, 31, 1	akramuḥ	pra somāsaḥ svādhyaḥ pavamānāso akramuḥ	выступаю | поднялась | выступил
XXXVII	kram	kram	276	2293	редкое	4	Ṛgveda	ṚV, 9, 23	ṚV, 9, 23, 2	akramuḥ	anu pratnāsa āyavaḥ padaṃ navīyo akramuḥ	выступаю | поднялась | выступил
XXXVII	kram	kram	276	2293	редкое	5	Ṛgveda	ṚV, 8, 93	ṚV, 8, 93, 14	akramuḥ	vi yad aher adha tviṣo viśve devāso akramuḥ	выступаю | поднялась | выступил
XXXVII	kram	kram	276	2293	редкое	6	Vājasaneyisaṃhitā (Mādhyandina)	VSM, 12	VSM, 12, 84	akramuḥ	ati viśvāḥ pariṣṭhā stena iva vrajam akramuḥ	выступаю | поднялась | выступил
XXXIX	samāgam	samAgam	697	1029	редкое	1	Hitopadeśa	Hitop, 3	Hitop, 3, 4.11	samāgato	pṛṣṭaś ca kas tvam kutaḥ samāgato 'si	собрались | собравшиеся | собравшихся
XXXIX	samāgam	samAgam	697	1029	редкое	2	Hitopadeśa	Hitop, 2	Hitop, 2, 119.4	samāgataḥ	anantaraṃ tasya bhartā gopo goṣṭhāt samāgataḥ	собрались | собравшиеся | собравшихся
XXXIX	samāgam	samAgam	697	1029	редкое	3	Hitopadeśa	Hitop, 2	Hitop, 2, 90.19	samāgataḥ	atha kadācit tasya siṃhasya bhrātā stabdhakarṇanāmā siṃhaḥ samāgataḥ	собрались | собравшиеся | собравшихся
XXXIX	samāgam	samAgam	697	1029	редкое	4	Hitopadeśa	Hitop, 2	Hitop, 2, 124.2	samāgato	tataḥ siṃho 'pi kṣudhāpīḍitaḥ kopāt tam uvāca kutas tvaṃ vilambya samāgato 'si	собрались | собравшиеся | собравшихся
XXXIX	samāgam	samAgam	697	1029	редкое	5	Manusmṛti	ManuS, 7	ManuS, 7, 92.2	samāgatam	nāyudhyamānaṃ paśyantaṃ na pareṇa samāgatam	собрались | собравшиеся | собравшихся
XXXIX	samāgam	samAgam	697	1029	редкое	6	Manusmṛti	ManuS, 2	ManuS, 2, 127.2	samāgamya	vaiśyaṃ kṣemaṃ samāgamya śūdram ārogyam eva ca	собрались | собравшиеся | собравшихся
