book	surface_slp1	lemma_slp1	method	first_lesson	rank_all	pos
knauer	ti	ti	surface	1	16413	mn
knauer	hata	hata	surface	1	30141	n
knauer	vinaya	vinaya	surface	1	2099	m
knauer	am	am	surface	1	10649	m
knauer	p	p	surface	1	20365	m
knauer	pasya	pa	suffix-strip	1	19118	m
knauer	k	k	surface	1	6664	m
knauer	ra	ra	surface	1	9529	m
knauer	d	d	surface	1	20365	m
knauer	nfpAya	nfpa	suffix-strip	2	153	m
knauer	pa	pa	surface	2	19118	m
knauer	aSvA	aSvA	surface	2	13286	f
knauer	tra	tra	surface	2	23796	m
knauer	vane	vana	suffix-strip	2	132	n
knauer	bAlAH	bAla	suffix-strip	2	388	m
knauer	BAryAyAH	BAryA	suffix-strip	2	402	f
knauer	devadattaH	devadatta	suffix-strip	2	4657	m
knauer	t	t	surface	2	2644	m
knauer	putra	putra	surface	2	42	m
knauer	re	ra	suffix-strip	2	9529	m
knauer	putrau	putra	suffix-strip	2	42	m
knauer	m	m	surface	2	11898	m
knauer	giri	giri	surface	2	447	m
knauer	vasati	vasati	surface	2	4256	f
knauer	r	r	surface	2	12205	m
knauer	mahe	maha	suffix-strip	2	4413	adj
knauer	nara	nara	surface	2	83	m
knauer	kalpate	kalpatA	suffix-strip	2	47379	f
knauer	vasya	va	suffix-strip	2	11317	m
knauer	v	v	surface	2	18073	m
knauer	yasya	ya	suffix-strip	2	7019	m
knauer	jan	ja	suffix-strip	2	116	adj
knauer	lasya	la	suffix-strip	2	15765	m
knauer	um	um	surface	2	35949	m
knauer	yajati	yajati	surface	2	35949	m
knauer	annam	anna	suffix-strip	2	194	n
knauer	gir	gir	surface	2	848	f
knauer	l	l	surface	2	5660	m
knauer	kalahaH	kalaha	suffix-strip	3	3603	mn
knauer	snuze	snuzA	suffix-strip	3	3145	f
knauer	vaDu	vaDu	surface	3	26474	f
knauer	SriyA	SriyA	surface	3	47379	f
knauer	stenAH	stena	suffix-strip	3	3908	m
knauer	strI	strI	surface	3	124	f
knauer	patye	patya	suffix-strip	3	47379	n
knauer	nagara	nagara	surface	3	808	mn
knauer	stotra	stotra	surface	3	2576	n
knauer	mah	mah	surface	3	1614	adj
knauer	ja	ja	surface	3	116	adj
knauer	cira	cira	surface	3	1417	adj
knauer	sane	sana	suffix-strip	3	11591	adj
knauer	netre	netra	suffix-strip	3	604	mn
knauer	ISvaraH	ISvara	suffix-strip	4	228	m
knauer	sevyate	sevyatA	suffix-strip	4	35949	f
knauer	lokasya	loka	suffix-strip	4	44	m
knauer	namaH	nama	suffix-strip	4	35949	m
knauer	patnI	patnI	surface	4	768	f
knauer	ena	ena	surface	4	23796	adj
knauer	pu	pu	surface	4	18073	m
knauer	ya	ya	surface	4	7019	m
knauer	pe	pa	suffix-strip	4	19118	m
knauer	kartre	kartra	suffix-strip	4	35949	n
knauer	nama	nama	surface	4	35949	m
knauer	kanye	kanyA	suffix-strip	4	358	f
knauer	SizyA	SizyA	surface	5	13704	f
knauer	puri	puri	surface	5	35949	f
knauer	pArTiva	pArTiva	surface	5	399	m
knauer	BarataKaRqasya	BarataKaRqa	suffix-strip	5	47379	n
knauer	kzatriyA	kzatriyA	surface	5	5613	f
knauer	brahma	brahma	surface	5	15149	m
knauer	SivAH	Siva	suffix-strip	5	185	m
knauer	pApAH	pApa	suffix-strip	5	125	n
knauer	vipAkena	vipAka	suffix-strip	5	1436	m
knauer	dvitIye	dvitIya	suffix-strip	5	550	adj
knauer	deSe	deSa	suffix-strip	5	241	m
knauer	takzaSilA	takzaSilA	surface	5	19118	f
knauer	puru	puru	surface	5	1743	adj
knauer	da	da	surface	5	367	adj
knauer	jya	jya	surface	5	30141	m
knauer	putram	putra	suffix-strip	5	42	m
knauer	ga	ga	surface	5	581	adj
knauer	asta	asta	surface	5	2055	m
knauer	ta	ta	surface	5	8823	m
knauer	yajYezu	yajYa	suffix-strip	6	123	m
knauer	jIvite	jIvita	suffix-strip	6	611	n
knauer	raRe	raRa	suffix-strip	6	252	m
knauer	devA	devA	surface	6	35949	f
knauer	vedezu	veda	suffix-strip	6	245	m
knauer	pAwaliputrasya	pAwaliputra	suffix-strip	6	18073	n
knauer	SUdraH	SUdra	suffix-strip	6	680	m
knauer	candram	candra	suffix-strip	6	454	m
knauer	pur	pur	surface	6	3466	f
knauer	urva	urva	surface	6	47379	m
knauer	payas	payas	surface	6	486	n
knauer	va	va	surface	6	11317	m
knauer	vasu	vasu	surface	6	458	mn
knauer	me	ma	suffix-strip	6	12205	m
knauer	man	ma	suffix-strip	6	12205	m
knauer	tva	tva	surface	6	46	n
knauer	us	us	surface	6	21838	m
knauer	putrasya	putra	suffix-strip	7	42	m
knauer	suKena	suKa	suffix-strip	7	141	n
knauer	hatasya	hata	suffix-strip	7	30141	n
knauer	lomAni	loma	suffix-strip	7	21838	n
knauer	narake	naraka	suffix-strip	7	965	mn
knauer	dine	dina	suffix-strip	7	268	mn
knauer	mAtA	mAtA	surface	7	2936	f
knauer	kASyA	kASyA	surface	7	35949	f
knauer	trayaH	traya	suffix-strip	7	443	n
knauer	ne	nA	suffix-strip	7	30141	f
knauer	yan	yan	surface	7	35949	m
knauer	j	j	surface	7	35949	m
knauer	tara	tara	surface	7	10649	m
knauer	gam	ga	suffix-strip	7	581	adj
knauer	brAhmaRaH	brAhmaRa	suffix-strip	8	87	m
knauer	kzatriyAt	kzatriya	suffix-strip	8	511	m
knauer	mokzAya	mokza	suffix-strip	8	631	m
knauer	yajYeByaH	yajYa	suffix-strip	8	123	m
knauer	Satatame	Satatama	suffix-strip	8	4037	adj
knauer	saMvatsare	saMvatsara	suffix-strip	8	902	mn
knauer	SatAni	Sata	suffix-strip	8	85	mn
knauer	gatAni	gata	suffix-strip	8	7176	n
knauer	zoqaSa	zoqaSa	surface	8	2115	adj
knauer	brAhma	brAhma	surface	8	1698	adj
knauer	dattAni	datta	suffix-strip	8	13704	m
knauer	azwame	azwama	suffix-strip	8	1480	adj
knauer	varze	varza	suffix-strip	8	186	mn
knauer	dvAdaSe	dvAdaSa	suffix-strip	8	3480	adj
knauer	vESyam	vESya	suffix-strip	8	1082	m
knauer	h	h	surface	8	21838	m
knauer	jye	jya	suffix-strip	8	30141	m
knauer	divi	divi	surface	8	19118	m
knauer	jam	ja	suffix-strip	8	116	adj
knauer	taya	taya	surface	8	26474	m
knauer	yajurvedasya	yajurveda	suffix-strip	8	6336	m
knauer	nave	nava	suffix-strip	8	1016	adj
knauer	Bavati	Bavati	surface	9	35949	m
knauer	devakI	devakI	surface	9	3390	f
knauer	vasudevasya	vasudeva	suffix-strip	9	3498	m
knauer	yAni	ya	suffix-strip	9	7019	m
knauer	BagnaH	Bagna	suffix-strip	9	6789	n
knauer	viSvAsaH	viSvAsa	suffix-strip	9	3156	m
knauer	SradDA	SradDA	surface	9	967	f
knauer	BavAn	Bava	suffix-strip	9	562	m
knauer	rakzitA	rakzitA	surface	9	35949	f
knauer	ge	ga	suffix-strip	9	581	adj
knauer	ve	va	suffix-strip	9	11317	m
knauer	ki	ki	surface	9	35949	m
knauer	yati	yati	surface	9	2131	m
knauer	ete	eta	suffix-strip	9	18073	m
knauer	pum	pum	surface	9	30141	m
knauer	daye	daya	suffix-strip	9	35949	m
knauer	sanam	sana	suffix-strip	9	11591	adj
knauer	sti	sti	surface	9	35949	m
knauer	sUktAni	sUkta	suffix-strip	10	2455	n
knauer	rAmaH	rAma	suffix-strip	10	134	m
knauer	Sizyasya	Sizya	suffix-strip	10	679	m
knauer	pApA	pApA	surface	10	47379	f
knauer	SAstre	SAstra	suffix-strip	10	381	n
knauer	pattre	pattra	suffix-strip	10	313	mn
knauer	bAlaH	bAla	suffix-strip	10	388	m
knauer	devAH	deva	suffix-strip	10	26	m
knauer	tasya	ta	suffix-strip	10	8823	m
knauer	DarmAya	Darma	suffix-strip	10	36	mn
knauer	arTAya	arTa	suffix-strip	10	33	mn
knauer	saBAsu	saBA	suffix-strip	10	1086	f
knauer	paRqitEH	paRqita	suffix-strip	10	1743	m
knauer	brAhmaRasya	brAhmaRa	suffix-strip	10	87	m
knauer	in	in	surface	10	21838	m
knauer	jalam	jala	suffix-strip	10	188	n
knauer	c	c	surface	10	4022	m
knauer	mati	mati	surface	10	515	f
knauer	mam	ma	suffix-strip	10	12205	m
knauer	vau	va	suffix-strip	10	11317	m
knauer	tirya	tirya	surface	10	47379	adj
knauer	sahas	sahas	surface	10	1002	n
knauer	vittam	vitta	suffix-strip	10	1411	n
knauer	ap	ap	surface	10	230	m
knauer	hara	hara	surface	10	327	adj
knauer	num	num	surface	10	20365	m
knauer	citta	citta	surface	10	343	n
knauer	care	cara	suffix-strip	10	1717	adj
knauer	tarau	tara	suffix-strip	10	10649	m
knauer	ijyena	ijya	suffix-strip	10	30141	m
knauer	pati	pati	surface	10	145	m
knauer	tisf	tisf	surface	11	35949	f
knauer	AcAryAH	AcArya	suffix-strip	11	744	m
knauer	duzwAH	duzwa	suffix-strip	11	2936	adj
knauer	Sivasya	Siva	suffix-strip	11	185	m
knauer	pArvatI	pArvatI	surface	11	2402	f
knauer	rujayA	rujA	suffix-strip	11	1812	f
knauer	yas	yas	surface	11	35949	m
knauer	laka	laka	surface	11	47379	n
knauer	it	it	surface	11	4716	m
knauer	yanti	yanti	surface	11	47379	f
knauer	tam	ta	suffix-strip	11	8823	m
knauer	te	ta	suffix-strip	11	8823	m
knauer	tan	ta	suffix-strip	11	8823	m
knauer	guru	guru	surface	11	84	m
knauer	ye	ya	suffix-strip	11	7019	m
knauer	la	la	surface	11	15765	m
knauer	mahat	mahat	surface	11	16	adj
knauer	caran	cara	suffix-strip	11	1717	adj
knauer	svarga	svarga	surface	11	344	m
knauer	mUlAni	mUla	suffix-strip	12	164	mn
knauer	PalAni	Pala	suffix-strip	12	70	n
knauer	vana	vana	surface	12	132	n
knauer	yaH	ya	suffix-strip	12	7019	m
knauer	balena	bala	suffix-strip	12	63	mn
knauer	SUraH	SUra	suffix-strip	12	421	m
knauer	muni	muni	surface	12	96	m
knauer	soma	soma	surface	12	201	m
knauer	abda	abda	surface	12	1883	mn
knauer	kuru	kuru	surface	12	340	m
knauer	ala	ala	surface	12	35949	n
knauer	vaya	vaya	surface	12	35949	m
knauer	narasya	nara	suffix-strip	12	83	m
knauer	cittam	citta	suffix-strip	12	343	n
knauer	kta	kta	surface	12	11317	m
knauer	ina	ina	surface	12	10449	adj
knauer	kzipram	kzipra	suffix-strip	13	4883	adj
knauer	raRezu	raRa	suffix-strip	13	252	m
knauer	rAjendra	rAjendra	surface	13	15149	m
knauer	gami	gami	surface	13	19118	m
knauer	pralaye	pralaya	suffix-strip	13	2318	m
knauer	vedam	veda	suffix-strip	13	245	m
knauer	cari	cari	surface	13	13704	f
knauer	apeya	apeya	surface	13	10649	adj
knauer	haMsAH	haMsa	suffix-strip	14	1084	m
knauer	gopasya	gopa	suffix-strip	14	2538	m
knauer	sute	suta	suffix-strip	14	147	m
knauer	priye	priya	suffix-strip	14	113	adj
knauer	samayam	samaya	suffix-strip	14	697	m
knauer	sya	sya	surface	14	21838	m
knauer	paRqitaH	paRqita	suffix-strip	15	1743	m
knauer	mena	ma	suffix-strip	15	12205	m
knauer	gatezu	gata	suffix-strip	15	7176	n
knauer	pArTivezu	pArTiva	suffix-strip	15	399	m
knauer	nalasya	nala	suffix-strip	15	2115	m
knauer	mftasya	mfta	suffix-strip	15	9529	n
knauer	nfpasya	nfpa	suffix-strip	15	153	m
knauer	parAkramaH	parAkrama	suffix-strip	15	1058	m
knauer	tataH	tata	suffix-strip	15	15149	m
knauer	praBfti	praBfti	surface	15	860	f
knauer	nala	nala	surface	15	2115	m
knauer	patitve	patitva	suffix-strip	15	14114	n
knauer	damana	damana	surface	15	5864	m
knauer	vara	vara	surface	15	82	adj
knauer	anye	anyA	suffix-strip	15	35949	f
knauer	gatam	gata	suffix-strip	15	7176	n
knauer	ay	ay	surface	15	30141	m
knauer	Gftena	Gfta	suffix-strip	16	269	n
knauer	aSvena	aSva	suffix-strip	16	249	m
knauer	praBUtaH	praBUta	suffix-strip	16	3446	adj
knauer	narEH	nara	suffix-strip	16	83	m
knauer	kawAH	kawa	suffix-strip	16	7790	m
knauer	pan	pa	suffix-strip	16	19118	m
knauer	mitre	mitra	suffix-strip	16	418	mn
knauer	cinti	cinti	surface	16	47379	m
knauer	yena	ya	suffix-strip	16	7019	m
knauer	raTam	raTa	suffix-strip	17	66	m
knauer	yudDe	yudDa	suffix-strip	17	248	n
knauer	hfcCayam	hfcCaya	suffix-strip	17	13704	m
knauer	SarIrasya	SarIra	suffix-strip	17	213	n
knauer	SASvatam	SASvata	suffix-strip	17	1308	adj
knauer	ayati	ayati	surface	17	35949	m
knauer	sasya	sasya	surface	17	2901	mn
knauer	upanayane	upanayana	suffix-strip	17	6336	n
knauer	mahya	mahya	surface	17	47379	m
knauer	vapu	vapu	surface	17	47379	m
knauer	yam	ya	suffix-strip	17	7019	m
knauer	karam	kara	suffix-strip	17	148	adj
knauer	cakre	cakra	suffix-strip	17	392	n
knauer	pam	pa	suffix-strip	17	19118	m
knauer	kzetrezu	kzetra	suffix-strip	18	815	mn
knauer	yuDi	yuDi	surface	18	35949	m
knauer	gataH	gata	suffix-strip	18	7176	n
knauer	prajA	prajA	surface	18	293	f
knauer	gata	gata	surface	18	7176	n
knauer	yavane	yavana	suffix-strip	18	4753	m
knauer	gate	gata	suffix-strip	18	7176	n
knauer	mau	ma	suffix-strip	18	12205	m
knauer	patita	patita	surface	18	11092	adj
knauer	yavana	yavana	surface	18	4753	m
knauer	hati	hati	surface	18	16413	f
knauer	tavyam	tavya	suffix-strip	18	30141	adj
knauer	kartu	kartu	surface	18	9699	m
knauer	manaH	mana	suffix-strip	19	23796	m
knauer	narAH	nara	suffix-strip	19	83	m
knauer	suptAH	supta	suffix-strip	19	14614	n
knauer	svA	svA	surface	19	35949	f
knauer	nivedya	nivedya	surface	19	35949	n
knauer	mfte	mfta	suffix-strip	19	9529	n
knauer	pOrAH	pOra	suffix-strip	19	1547	m
knauer	kAlidAsena	kAlidAsa	suffix-strip	19	47379	m
knauer	kftam	kfta	suffix-strip	19	1333	n
knauer	vam	va	suffix-strip	19	11317	m
kochergina	gam	ga	suffix-strip	2	581	adj
kochergina	vacana	vacana	surface	2	202	n
kochergina	vara	vara	surface	2	82	adj
kochergina	nArada	nArada	surface	3	703	m
kochergina	kuru	kuru	surface	3	340	m
kochergina	m	m	surface	3	11898	m
kochergina	praTamaH	praTama	suffix-strip	4	439	adj
kochergina	sargaH	sarga	suffix-strip	4	1109	m
kochergina	varam	vara	suffix-strip	4	82	adj
kochergina	sAvitrI	sAvitrI	surface	4	2115	f
kochergina	rAjan	rAjan	surface	4	23	m
kochergina	mahABArate	mahABArata	suffix-strip	4	8160	mn
kochergina	t	t	surface	4	2644	m
kochergina	kta	kta	surface	5	11317	m
kochergina	S	S	surface	5	13286	m
kochergina	AcAryaH	AcArya	suffix-strip	5	744	m
kochergina	mahat	mahat	surface	5	16	adj
kochergina	pApam	pApa	suffix-strip	5	125	n
kochergina	kzatriyaH	kzatriya	suffix-strip	5	511	m
kochergina	s	s	surface	5	14114	m
kochergina	madre	madra	suffix-strip	5	1769	m
kochergina	mah	mah	surface	5	1614	adj
kochergina	N	N	surface	5	8280	m
kochergina	j	j	surface	5	35949	m
kochergina	n	n	surface	5	17217	m
kochergina	ma	ma	surface	5	12205	m
kochergina	v	v	surface	5	18073	m
kochergina	d	d	surface	5	20365	m
kochergina	c	c	surface	5	4022	m
kochergina	makzikA	makzikA	surface	6	5559	f
kochergina	pArTivAH	pArTiva	suffix-strip	6	399	m
kochergina	nIcAH	nIca	suffix-strip	6	3181	adj
kochergina	sADavaH	sADava	suffix-strip	6	47379	n
kochergina	ti	ti	surface	6	16413	mn
kochergina	hate	hata	suffix-strip	6	30141	n
kochergina	tum	tum	surface	6	35949	m
kochergina	sarga	sarga	surface	6	1109	m
kochergina	k	k	surface	6	6664	m
kochergina	kate	kata	suffix-strip	6	23796	mn
kochergina	r	r	surface	6	12205	m
kochergina	ya	ya	surface	6	7019	m
kochergina	suputra	suputra	surface	6	35949	m
kochergina	vana	vana	surface	6	132	n
kochergina	gaja	gaja	surface	6	482	m
kochergina	ta	ta	surface	6	8823	m
kochergina	yaTepsitam	yaTepsita	suffix-strip	7	10649	adj
kochergina	gatam	gata	suffix-strip	7	7176	n
kochergina	h	h	surface	7	21838	m
kochergina	ra	ra	surface	7	9529	m
kochergina	aham	aha	suffix-strip	7	580	mn
kochergina	pa	pa	surface	7	19118	m
kochergina	suKAni	suKa	suffix-strip	8	141	n
kochergina	duHKAni	duHKa	suffix-strip	8	165	n
kochergina	saMvAdaH	saMvAda	suffix-strip	8	2694	m
kochergina	rAmaH	rAma	suffix-strip	8	134	m
kochergina	devaH	deva	suffix-strip	8	26	m
kochergina	kimarTam	kimarTa	suffix-strip	8	6402	adj
kochergina	aDyayanAya	aDyayana	suffix-strip	8	2245	n
kochergina	pustakAni	pustaka	suffix-strip	8	5464	mn
kochergina	puzpeByaH	puzpa	suffix-strip	8	293	n
kochergina	jana	jana	surface	8	140	m
kochergina	pacate	pacata	suffix-strip	8	30141	adj
kochergina	p	p	surface	8	20365	m
kochergina	hati	hati	surface	8	16413	f
kochergina	hanti	hanti	surface	8	26474	f
kochergina	ante	anta	suffix-strip	8	115	m
kochergina	mahe	maha	suffix-strip	8	4413	adj
kochergina	suta	suta	surface	8	147	m
kochergina	vanti	vanti	surface	8	47379	f
kochergina	putra	putra	surface	8	42	m
kochergina	asti	asti	surface	9	14114	m
kochergina	sti	sti	surface	9	35949	m
kochergina	Palam	Pala	suffix-strip	9	70	n
kochergina	Pa	Pa	surface	9	20365	m
kochergina	hastasya	hasta	suffix-strip	9	278	mn
kochergina	kaRWasya	kaRWa	suffix-strip	9	805	m
kochergina	BUzaRam	BUzaRa	suffix-strip	9	1196	n
kochergina	Srotrasya	Srotra	suffix-strip	9	1262	n
kochergina	SAstram	SAstra	suffix-strip	9	381	n
kochergina	BUzaREH	BUzaRa	suffix-strip	9	1196	n
kochergina	prayojanam	prayojana	suffix-strip	9	2115	n
kochergina	loBaH	loBa	suffix-strip	9	1139	m
kochergina	pApasya	pApa	suffix-strip	9	125	n
kochergina	kAraRam	kAraRa	suffix-strip	9	259	n
kochergina	jala	jala	surface	9	188	n
kochergina	nagara	nagara	surface	9	808	mn
kochergina	va	va	surface	9	11317	m
kochergina	vane	vana	suffix-strip	9	132	n
kochergina	taru	taru	surface	9	1854	m
kochergina	D	D	surface	9	35949	m
kochergina	sut	sut	surface	9	23796	adj
kochergina	van	va	suffix-strip	9	11317	m
kochergina	G	G	surface	9	35949	m
kochergina	l	l	surface	9	5660	m
kochergina	jan	ja	suffix-strip	9	116	adj
kochergina	annam	anna	suffix-strip	9	194	n
kochergina	ki	ki	surface	9	35949	m
kochergina	hastena	hasta	suffix-strip	9	278	mn
kochergina	prayAge	prayAga	suffix-strip	10	3569	mn
kochergina	gaNgA	gaNgA	surface	10	737	f
kochergina	yamunayA	yamunA	suffix-strip	10	2520	f
kochergina	grAmasya	grAma	suffix-strip	10	887	mn
kochergina	raTyAsu	raTyA	suffix-strip	10	5091	f
kochergina	aSvA	aSvA	surface	10	13286	f
kochergina	vidyA	vidyA	surface	10	373	f
kochergina	devatA	devatA	surface	10	385	f
kochergina	sItA	sItA	surface	10	709	f
kochergina	sItayA	sItA	suffix-strip	10	709	f
kochergina	DArtarAzwrEH	DArtarAzwra	suffix-strip	10	1129	m
kochergina	araRye	araRya	suffix-strip	10	1242	n
kochergina	AcAryA	AcAryA	surface	10	47379	f
kochergina	yena	ya	suffix-strip	10	7019	m
kochergina	ram	ra	suffix-strip	10	9529	m
kochergina	mau	ma	suffix-strip	10	12205	m
kochergina	y	y	surface	10	11591	m
kochergina	divase	divasa	suffix-strip	10	946	mn
kochergina	mati	mati	surface	10	515	f
kochergina	dat	dat	surface	10	13704	m
kochergina	ay	ay	surface	10	30141	m
kochergina	masya	ma	suffix-strip	10	12205	m
kochergina	yau	ya	suffix-strip	10	7019	m
kochergina	caturaH	catura	suffix-strip	11	6270	adj
kochergina	SfgAlaH	SfgAla	suffix-strip	11	6200	m
kochergina	BojanAya	Bojana	suffix-strip	11	658	n
kochergina	siMhasya	siMha	suffix-strip	11	607	m
kochergina	SfgAla	SfgAla	surface	11	6200	m
kochergina	guhe	guhA	suffix-strip	11	1717	f
kochergina	jalam	jala	suffix-strip	11	188	n
kochergina	nivarta	nivarta	surface	11	35949	adj
kochergina	te	ta	suffix-strip	11	8823	m
kochergina	vada	vada	surface	11	18073	m
kochergina	cara	cara	surface	11	1717	adj
kochergina	udaya	udaya	surface	11	857	m
kochergina	netre	netra	suffix-strip	11	604	mn
kochergina	svasti	svasti	surface	11	1150	fn
kochergina	kartre	kartra	suffix-strip	11	35949	n
kochergina	aha	aha	surface	11	580	mn
kochergina	re	ra	suffix-strip	11	9529	m
kochergina	aka	aka	surface	11	21838	n
kochergina	le	la	suffix-strip	11	15765	m
kochergina	am	am	surface	11	10649	m
kochergina	it	it	surface	11	4716	m
kochergina	la	la	surface	11	15765	m
kochergina	tara	tara	surface	11	10649	m
kochergina	ne	nA	suffix-strip	11	30141	f
kochergina	guru	guru	surface	11	84	m
kochergina	ga	ga	surface	11	581	adj
kochergina	tam	ta	suffix-strip	11	8823	m
kochergina	catura	catura	surface	11	6270	adj
kochergina	ac	ac	surface	11	13704	m
kochergina	tva	tva	surface	11	46	n
kochergina	nitya	nitya	surface	11	513	adj
kochergina	hvaya	hvaya	surface	11	13286	adj
kochergina	garjanam	garjana	suffix-strip	11	20365	n
kochergina	lau	la	suffix-strip	11	15765	m
kochergina	satya	satya	surface	11	130	n
kochergina	ijyena	ijya	suffix-strip	11	30141	m
kochergina	nara	nara	surface	11	83	m
kochergina	durjana	durjana	surface	11	5130	m
kochergina	yanti	yanti	surface	11	47379	f
kochergina	in	in	surface	11	21838	m
kochergina	hari	hari	surface	11	217	m
kochergina	padma	padma	surface	11	526	mn
kochergina	vasati	vasati	surface	11	4256	f
kochergina	kira	kira	surface	11	47379	adj
kochergina	nama	nama	surface	11	35949	m
kochergina	lasya	la	suffix-strip	11	15765	m
kochergina	manu	manu	surface	11	780	m
kochergina	ye	ya	suffix-strip	11	7019	m
kochergina	nandam	nanda	suffix-strip	11	2644	m
kochergina	hala	hala	surface	11	5931	mn
kochergina	ika	ika	surface	11	30141	m
kochergina	vistare	vistara	suffix-strip	11	988	m
kochergina	vinaya	vinaya	surface	11	2099	m
kochergina	tata	tata	surface	11	15149	m
kochergina	pati	pati	surface	11	145	m
kochergina	trau	tra	suffix-strip	11	23796	m
kochergina	gami	gami	surface	11	19118	m
kochergina	yati	yati	surface	11	2131	m
kochergina	nirantara	nirantara	surface	11	5157	adj
kochergina	vastra	vastra	surface	11	437	mn
kochergina	syati	syati	surface	11	30141	m
kochergina	tejasvin	tejasvin	surface	11	2318	adj
kochergina	tarau	tara	suffix-strip	11	10649	m
kochergina	vESyAH	vESya	suffix-strip	12	1082	m
kochergina	vARijyena	vARijya	suffix-strip	12	6402	n
kochergina	pASupAlyena	pASupAlya	suffix-strip	12	14614	n
kochergina	naraH	nara	suffix-strip	12	83	m
kochergina	durjanAn	durjana	suffix-strip	12	5130	m
kochergina	raTasya	raTa	suffix-strip	12	66	m
kochergina	Sastrasya	Sastra	suffix-strip	12	505	n
kochergina	SAstrasya	SAstra	suffix-strip	12	381	n
kochergina	vidye	vidyA	suffix-strip	12	373	f
kochergina	cam	cam	surface	12	35949	m
kochergina	mam	ma	suffix-strip	12	12205	m
kochergina	pur	pur	surface	12	3466	f
kochergina	bAlAH	bAla	suffix-strip	13	388	m
kochergina	vajrAt	vajra	suffix-strip	13	289	mn
kochergina	Bayam	Baya	suffix-strip	13	181	n
kochergina	vAtAt	vAta	suffix-strip	13	133	m
kochergina	div	div	surface	13	238	m
kochergina	SriyA	SriyA	surface	14	47379	f
kochergina	suKena	suKa	suffix-strip	14	141	n
kochergina	Bava	Bava	surface	14	562	m
kochergina	Baja	Baja	surface	14	35949	m
kochergina	smara	smara	surface	14	2920	m
kochergina	daridrAn	daridra	suffix-strip	14	2876	adj
