book	surface_slp1	lemma_slp1	method	first_lesson	rank_all	pos
kochergina	Bara	Bara	surface	14	2772	m
kochergina	kOnteya	kOnteya	surface	14	1041	m
kochergina	Danam	Dana	suffix-strip	14	287	n
kochergina	nIrujasya	nIruja	suffix-strip	14	7706	adj
kochergina	man	ma	suffix-strip	14	12205	m
kochergina	pu	pu	surface	14	18073	m
kochergina	aSvaH	aSva	suffix-strip	15	249	m
kochergina	Danena	Dana	suffix-strip	15	287	n
kochergina	maDyAhne	maDyAhna	suffix-strip	15	3790	m
kochergina	sUryaH	sUrya	suffix-strip	15	236	m
kochergina	praBAte	praBAta	suffix-strip	15	2689	n
kochergina	sUrya	sUrya	surface	15	236	m
kochergina	sUryasya	sUrya	suffix-strip	15	236	m
kochergina	prakASaH	prakASa	suffix-strip	15	1006	m
kochergina	Bavati	Bavati	surface	15	35949	m
kochergina	kiraRAH	kiraRa	suffix-strip	15	3745	m
kochergina	SiKarezu	SiKara	suffix-strip	15	1672	mn
kochergina	janAH	jana	suffix-strip	15	140	m
kochergina	niSA	niSA	surface	15	637	f
kochergina	sUryAya	sUrya	suffix-strip	15	236	m
kochergina	namaH	nama	suffix-strip	15	35949	m
kochergina	gagane	gagana	suffix-strip	15	1353	n
kochergina	capalA	capalA	surface	15	12205	f
kochergina	sarA	sarA	surface	15	26474	f
kochergina	kfzakAH	kfzaka	suffix-strip	15	12205	m
kochergina	bIjAni	bIja	suffix-strip	15	303	mn
kochergina	pakvAni	pakva	suffix-strip	15	875	adj
kochergina	asta	asta	surface	15	2055	m
kochergina	gata	gata	surface	15	7176	n
kochergina	vaH	va	suffix-strip	16	11317	m
kochergina	nagarasya	nagara	suffix-strip	16	808	mn
kochergina	SoBanAni	SoBana	suffix-strip	16	1132	adj
kochergina	kAle	kAla	suffix-strip	16	59	m
kochergina	manuzyezu	manuzya	suffix-strip	16	426	m
kochergina	kfzakaH	kfzaka	suffix-strip	16	12205	m
kochergina	ApaRikaH	ApaRika	suffix-strip	16	35949	m
kochergina	AkASe	AkASa	suffix-strip	16	614	mn
kochergina	SukraH	Sukra	suffix-strip	16	530	n
kochergina	candrasya	candra	suffix-strip	16	454	m
kochergina	tasya	ta	suffix-strip	16	8823	m
kochergina	sUryAt	sUrya	suffix-strip	16	236	m
kochergina	Suklapakze	Suklapakza	suffix-strip	16	12880	m
kochergina	candraH	candra	suffix-strip	16	454	m
kochergina	kfzRapakze	kfzRapakza	suffix-strip	16	17217	m
kochergina	tArA	tArA	surface	16	2079	f
kochergina	kfzRapakzasya	kfzRapakza	suffix-strip	16	17217	m
kochergina	prakASena	prakASa	suffix-strip	16	1006	m
kochergina	vayam	vaya	suffix-strip	16	35949	m
kochergina	AkASasya	AkASa	suffix-strip	16	614	mn
kochergina	krame	krama	suffix-strip	16	549	m
kochergina	sAvitri	sAvitri	surface	17	35949	f
kochergina	SoBane	SoBana	suffix-strip	17	1132	adj
kochergina	pradAnam	pradAna	suffix-strip	17	1573	n
kochergina	dadAti	dadAti	surface	17	30141	m
kochergina	tataH	tata	suffix-strip	17	15149	m
kochergina	suKam	suKa	suffix-strip	17	141	n
kochergina	karoti	karoti	surface	17	35949	m
kochergina	kAvyAni	kAvya	suffix-strip	17	2009	mn
kochergina	paRqitaH	paRqita	suffix-strip	17	1743	m
kochergina	sOraBam	sOraBa	suffix-strip	17	9223	n
kochergina	nirAmayAH	nirAmaya	suffix-strip	17	4915	adj
kochergina	anena	anena	surface	17	47379	adj
kochergina	ahasta	ahasta	surface	17	23796	adj
kochergina	hastau	hasta	suffix-strip	17	278	mn
kochergina	dau	da	suffix-strip	17	367	adj
kochergina	pura	pura	surface	17	434	n
kochergina	ahastena	ahasta	suffix-strip	17	23796	adj
kochergina	haste	hasta	suffix-strip	17	278	mn
kochergina	da	da	surface	17	367	adj
kochergina	kzipram	kzipra	suffix-strip	18	4883	adj
kochergina	kfzRaH	kfzRa	suffix-strip	18	128	m
kochergina	kanyA	kanyA	surface	18	358	f
kochergina	tejasvinI	tejasvinI	surface	18	19118	f
kochergina	sOmya	sOmya	surface	18	1094	adj
kochergina	viDAya	viDa	suffix-strip	18	18073	m
kochergina	raTena	raTa	suffix-strip	19	66	m
kochergina	bAla	bAla	surface	19	388	m
kochergina	patnI	patnI	surface	19	768	f
kochergina	jIvane	jIvana	suffix-strip	19	2520	n
kochergina	vAcyaH	vAcya	suffix-strip	19	10858	n
kochergina	saMjaya	saMjaya	surface	19	588	m
kochergina	pArTa	pArTa	surface	19	261	m
kochergina	pitAmahAn	pitAmaha	suffix-strip	19	509	m
kochergina	mAtA	mAtA	surface	20	2936	f
kochergina	vinAyakasya	vinAyaka	suffix-strip	20	5509	m
kochergina	danta	danta	surface	20	981	mn
kochergina	muKe	muKa	suffix-strip	20	110	n
kochergina	SuRqA	SuRqA	surface	20	30141	f
kochergina	viGnAn	viGna	suffix-strip	20	2020	mn
kochergina	govindaH	govinda	suffix-strip	20	1779	m
kochergina	tena	ta	suffix-strip	20	8823	m
kochergina	vakratuRqa	vakratuRqa	surface	20	20365	m
kochergina	mahAkAya	mahAkAya	surface	20	13704	m
kochergina	me	ma	suffix-strip	20	12205	m
kochergina	deva	deva	surface	20	26	m
kochergina	sya	sya	surface	20	21838	m
kochergina	gajasya	gaja	suffix-strip	20	482	m
kochergina	cakre	cakra	suffix-strip	20	392	n
kochergina	nalasya	nala	suffix-strip	20	2115	m
kochergina	prayatnena	prayatna	suffix-strip	20	841	m
kochergina	janena	jana	suffix-strip	20	140	m
kochergina	vandyate	vandyatA	suffix-strip	20	47379	f
kochergina	parvatasya	parvata	suffix-strip	20	369	mn
kochergina	ruditam	rudita	suffix-strip	20	8160	n
kochergina	mitrasya	mitra	suffix-strip	20	418	mn
kochergina	pam	pa	suffix-strip	20	19118	m
kochergina	rada	rada	surface	20	13286	m
kochergina	parame	parama	suffix-strip	20	106	adj
kochergina	dantau	danta	suffix-strip	20	981	mn
kochergina	govinda	govinda	surface	20	1779	m
kochergina	jaya	jaya	surface	20	673	m
kochergina	is	is	surface	20	26474	m
kochergina	pe	pa	suffix-strip	20	19118	m
kochergina	taya	taya	surface	20	26474	m
kochergina	ja	ja	surface	20	116	adj
kochergina	mitra	mitra	surface	20	418	mn
kochergina	sena	sena	surface	20	23796	m
kochergina	um	um	surface	20	35949	m
kochergina	vena	vena	surface	20	5660	m
kochergina	vare	vara	suffix-strip	20	82	adj
kochergina	tulya	tulya	surface	20	331	adj
kochergina	vanam	vana	suffix-strip	20	132	n
kochergina	naya	naya	surface	20	2795	m
kochergina	nanda	nanda	surface	20	2644	m
kochergina	yase	yasa	suffix-strip	20	35949	m
kochergina	akasya	aka	suffix-strip	20	21838	n
kochergina	nare	nara	suffix-strip	20	83	m
kochergina	patita	patita	surface	20	11092	adj
kochergina	ala	ala	surface	20	35949	n
kochergina	daha	daha	surface	20	26474	m
kochergina	sutA	sutA	surface	21	1134	f
kochergina	rUpe	rUpa	suffix-strip	21	64	n
kochergina	SIle	SIla	suffix-strip	21	672	mn
kochergina	nfpaH	nfpa	suffix-strip	21	153	m
kochergina	Darma	Darma	surface	21	36	mn
kochergina	mArge	mArga	suffix-strip	21	489	m
kochergina	sEnikAH	sEnika	suffix-strip	21	2908	m
kochergina	sTAne	sTAna	suffix-strip	21	302	n
kochergina	piba	piba	surface	21	47379	adj
kochergina	janakAya	janaka	suffix-strip	22	1828	m
kochergina	dUtAn	dUta	suffix-strip	22	1243	m
kochergina	devI	devI	surface	22	159	f
kochergina	nfpam	nfpa	suffix-strip	22	153	m
kochergina	varadA	varadA	surface	22	12880	f
kochergina	DarmarAjaH	DarmarAja	suffix-strip	22	1191	m
kochergina	kaRvasya	kaRva	suffix-strip	22	3156	m
kochergina	duhitA	duhitA	surface	22	26474	f
kochergina	duzyantaH	duzyanta	suffix-strip	22	12205	m
kochergina	vanAni	vana	suffix-strip	23	132	n
kochergina	dozaH	doza	suffix-strip	23	91	mn
kochergina	mArkaRqeya	mArkaRqeya	surface	23	1082	m
kochergina	gataH	gata	suffix-strip	23	7176	n
kochergina	parAvaram	parAvara	suffix-strip	23	5758	n
kochergina	viSvAmitraH	viSvAmitra	suffix-strip	23	1494	m
kochergina	pOrAH	pOra	suffix-strip	23	1547	m
kochergina	kAlidAsena	kAlidAsa	suffix-strip	23	47379	m
kochergina	tvara	tvara	surface	23	23796	m
kochergina	utsaNge	utsaNga	suffix-strip	23	3689	m
kochergina	SiraH	Sira	suffix-strip	23	11317	m
kochergina	aSvena	aSva	suffix-strip	24	249	m
kochergina	SlokAH	Sloka	suffix-strip	24	1582	m
kochergina	kamalAni	kamala	suffix-strip	24	1429	mn
kochergina	paNke	paNka	suffix-strip	24	2607	mn
kochergina	paSya	paSya	surface	24	20365	adj
kochergina	kusumAni	kusuma	suffix-strip	24	1327	n
kochergina	mukulitAni	mukulita	suffix-strip	24	14114	adj
kochergina	maDyaBAge	maDyaBAga	suffix-strip	24	47379	m
kochergina	kiYjalkAH	kiYjalka	suffix-strip	24	7019	mn
kochergina	tezu	ta	suffix-strip	24	8823	m
kochergina	maDukarAH	maDukara	suffix-strip	24	9079	m
kochergina	prADAnyena	prADAnya	suffix-strip	24	4074	n
kochergina	maDu	maDu	surface	24	253	n
kochergina	utpalam	utpala	suffix-strip	24	1395	mn
kochergina	raktam	rakta	suffix-strip	24	226	adj
kochergina	kokanadam	kokanada	suffix-strip	24	12205	n
kochergina	sitam	sita	suffix-strip	24	1101	adj
kochergina	puRqarIkam	puRqarIka	suffix-strip	24	3376	n
kochergina	samIpe	samIpa	suffix-strip	25	1255	n
kochergina	vfkzasya	vfkza	suffix-strip	25	485	m
kochergina	nidrayA	nidrA	suffix-strip	25	1232	f
kochergina	SarIre	SarIra	suffix-strip	25	213	n
kochergina	nftyan	nftya	suffix-strip	25	3403	n
kochergina	pIqitaH	pIqita	suffix-strip	25	35949	n
kochergina	siMhaH	siMha	suffix-strip	25	607	m
kochergina	Bavat	Bavat	surface	25	158	adj
kochergina	siMhena	siMha	suffix-strip	25	607	m
kochergina	priya	priya	surface	25	113	adj
kochergina	vizayAH	vizaya	suffix-strip	25	424	mn
kochergina	vEkalpikezu	vEkalpika	suffix-strip	25	30141	adj
kochergina	vizayezu	vizaya	suffix-strip	25	424	mn
kochergina	saMskftam	saMskfta	suffix-strip	25	12205	n
kochergina	asmad	asmad	surface	25	19118	m
kochergina	deyam	deya	suffix-strip	25	6436	n
kochergina	mUzakasya	mUzaka	suffix-strip	26	5198	m
kochergina	vfkze	vfkza	suffix-strip	26	485	m
kochergina	jAle	jAla	suffix-strip	26	951	n
kochergina	patitaH	patita	suffix-strip	26	11092	adj
kochergina	mUzaka	mUzaka	surface	26	5198	m
kochergina	Agata	Agata	surface	26	35949	m
kochergina	Bayena	Baya	suffix-strip	26	181	n
kochergina	jananI	jananI	surface	26	2513	f
kochergina	darSanAni	darSana	suffix-strip	26	272	n
kochergina	kAlidAsasya	kAlidAsa	suffix-strip	26	47379	m
kochergina	SAkuntale	SAkuntala	suffix-strip	26	14114	m
kochergina	paWa	paWa	surface	26	35949	m
kochergina	kfpayA	kfpA	suffix-strip	26	2556	f
kochergina	vArARasI	vArARasI	surface	27	3095	f
kochergina	parisare	parisara	suffix-strip	27	12880	m
kochergina	BAgIraTI	BAgIraTI	surface	27	5374	f
kochergina	sundarAH	sundara	suffix-strip	27	3324	adj
kochergina	deSeByaH	deSa	suffix-strip	27	241	m
kochergina	bAlA	bAlA	surface	27	3525	f
kochergina	suzamA	suzamA	surface	27	20365	f
kochergina	loke	loka	suffix-strip	27	44	m
kochergina	utsavasya	utsava	suffix-strip	27	1868	m
kochergina	dinasya	dina	suffix-strip	27	268	mn
kochergina	matam	mata	suffix-strip	27	1685	n
kochergina	yajurvedasya	yajurveda	suffix-strip	27	6336	m
kochergina	yam	ya	suffix-strip	27	7019	m
kochergina	puru	puru	surface	27	1743	adj
kochergina	jitendriya	jitendriya	surface	27	35949	m
kochergina	etena	eta	suffix-strip	27	18073	m
kochergina	de	da	suffix-strip	27	367	adj
kochergina	vra	vra	surface	27	35949	m
kochergina	gan	ga	suffix-strip	27	581	adj
kochergina	vati	vati	surface	27	21838	f
kochergina	yak	yak	surface	27	18073	m
kochergina	kevala	kevala	surface	27	1046	adj
kochergina	maya	maya	surface	27	220	adj
kochergina	vartman	vartman	surface	27	1868	n
kochergina	vasya	va	suffix-strip	27	11317	m
kochergina	gati	gati	surface	27	256	f
kochergina	jye	jya	suffix-strip	27	30141	m
kochergina	padi	padi	surface	27	30141	m
kochergina	samudre	samudra	suffix-strip	27	539	m
kochergina	vidyut	vidyut	surface	27	1381	fn
kochergina	hetu	hetu	surface	27	262	m
kochergina	manas	manas	surface	27	74	n
kochergina	caya	caya	surface	27	3480	m
kochergina	catu	catu	surface	27	35949	adj
kochergina	brahma	brahma	surface	27	15149	m
kochergina	ara	ara	surface	27	5559	n
kochergina	rata	rata	surface	27	4550	n
kochergina	vayas	vayas	surface	27	962	n
kochergina	dan	dan	surface	27	30141	m
kochergina	niyamam	niyama	suffix-strip	27	1048	m
kochergina	parimit	parimit	surface	27	47379	f
kochergina	daSaraTasya	daSaraTa	suffix-strip	28	2293	m
kochergina	samAgamAya	samAgama	suffix-strip	28	2029	m
kochergina	kAmaH	kAma	suffix-strip	28	80	m
kochergina	mETilasya	mETila	suffix-strip	28	8823	m
kochergina	rAmasya	rAma	suffix-strip	28	134	m
kochergina	mahizI	mahizI	surface	28	2162	f
kochergina	SuBA	SuBA	surface	28	12526	f
kochergina	vAsudevAya	vAsudeva	suffix-strip	29	676	m
kochergina	aDamarRAH	aDamarRa	suffix-strip	29	19118	m
kochergina	BavantaH	Bavanta	suffix-strip	29	47379	m
kochergina	putrEH	putra	suffix-strip	29	42	m
kochergina	daSaraTena	daSaraTa	suffix-strip	29	2293	m
kochergina	deSe	deSa	suffix-strip	29	241	m
kochergina	SIrze	SIrza	suffix-strip	29	3166	n
kochergina	gale	gala	suffix-strip	29	2716	m
kochergina	vyasanena	vyasana	suffix-strip	29	1370	n
kochergina	kalahena	kalaha	suffix-strip	29	3603	mn
kochergina	tvam	tva	suffix-strip	29	46	n
kochergina	padmAni	padma	suffix-strip	30	526	mn
kochergina	jIva	jIva	surface	30	942	mn
kochergina	Satam	Sata	suffix-strip	30	85	mn
kochergina	vidyutA	vidyutA	surface	30	23796	f
kochergina	kzamA	kzamA	surface	30	2099	f
kochergina	yuDi	yuDi	surface	30	35949	m
kochergina	vikramaH	vikrama	suffix-strip	30	691	m
kochergina	suman	suma	suffix-strip	30	21838	n
kochergina	CAyA	CAyA	surface	31	1048	f
kochergina	AramBe	AramBa	suffix-strip	31	2009	m
kochergina	parArDe	parArDa	suffix-strip	31	7706	mn
kochergina	purARAni	purARa	suffix-strip	31	870	n
kochergina	SAKA	SAKA	surface	31	1421	f
kochergina	fgvedasya	fgveda	suffix-strip	31	6041	m
kochergina	paYca	paYca	surface	31	47379	adj
kochergina	sAmavedasya	sAmaveda	suffix-strip	31	6591	m
kochergina	paYcaviMSakaH	paYcaviMSaka	suffix-strip	31	8536	adj
kochergina	azwAdaSa	azwAdaSa	surface	31	8065	adj
kochergina	varzAH	varza	suffix-strip	31	186	mn
kochergina	pum	pum	surface	31	30141	m
kochergina	laka	laka	surface	31	47379	n
kochergina	kokila	kokila	surface	31	3603	m
kochergina	yuDizWira	yuDizWira	surface	32	221	m
kochergina	rAjakanyayA	rAjakanyA	suffix-strip	32	35949	f
kochergina	jitendriyaH	jitendriya	suffix-strip	32	35949	m
kochergina	rataH	rata	suffix-strip	32	4550	n
kochergina	himAlayaH	himAlaya	suffix-strip	32	9854	m
kochergina	nagADirAjaH	nagADirAja	suffix-strip	32	47379	m
kochergina	sTitaH	sTita	suffix-strip	32	30141	n
kochergina	SrI	SrI	surface	32	104	f
kochergina	sasam	sasa	suffix-strip	32	20365	mn
kochergina	apriya	apriya	surface	32	1917	adj
kochergina	muni	muni	surface	32	96	m
kochergina	acara	acara	surface	32	8661	adj
kochergina	zazWe	zazWa	suffix-strip	33	1320	adj
kochergina	daSa	daSa	surface	33	30141	m
kochergina	pUrRe	pUrRa	suffix-strip	33	1117	adj
kochergina	varze	varza	suffix-strip	33	186	mn
kochergina	narasya	nara	suffix-strip	33	83	m
kochergina	manda	manda	surface	33	663	adj
kochergina	mandam	manda	suffix-strip	33	663	adj
kochergina	vam	va	suffix-strip	33	11317	m
kochergina	yan	yan	surface	33	35949	m
kochergina	pitu	pitu	surface	33	10858	mn
kochergina	ayati	ayati	surface	33	35949	m
kochergina	daSaraTaH	daSaraTa	suffix-strip	34	2293	m
kochergina	SatruGnaH	SatruGna	suffix-strip	34	3257	m
kochergina	putrAH	putra	suffix-strip	34	42	m
kochergina	janakaH	janaka	suffix-strip	34	1828	m
kochergina	vinayena	vinaya	suffix-strip	34	2099	m
kochergina	janakena	janaka	suffix-strip	34	1828	m
kochergina	rAjYaH	rAjYa	suffix-strip	34	35949	m
kochergina	yajYasya	yajYa	suffix-strip	34	123	m
kochergina	DanyaH	Danya	suffix-strip	34	2069	adj
kochergina	ekA	ekA	surface	34	47379	f
kochergina	grahaRe	grahaRa	suffix-strip	34	905	n
kochergina	tolane	tolana	suffix-strip	34	18073	n
kochergina	nfpA	nfpA	surface	34	26474	f
kochergina	sahas	sahas	surface	34	1002	n
kochergina	durjanena	durjana	suffix-strip	34	5130	m
kochergina	karam	kara	suffix-strip	34	148	adj
kochergina	vatsasya	vatsa	suffix-strip	34	742	m
kochergina	gahane	gahana	suffix-strip	34	3198	adj
kochergina	purohita	purohita	surface	34	1812	m
kochergina	putraka	putraka	surface	34	2157	m
kochergina	jale	jala	suffix-strip	34	188	n
kochergina	ge	ga	suffix-strip	34	581	adj
kochergina	fgveda	fgveda	surface	34	6041	m
kochergina	zawtriMSat	zawtriMSat	surface	34	5509	f
kochergina	janaka	janaka	surface	34	1828	m
kochergina	gamana	gamana	surface	34	1103	n
kochergina	datta	datta	surface	34	13704	m
kochergina	gamanena	gamana	suffix-strip	34	1103	n
kochergina	sava	sava	surface	34	8280	m
kochergina	graha	graha	surface	34	590	mn
kochergina	svara	svara	surface	34	1057	m
kochergina	sveda	sveda	surface	34	935	m
kochergina	sasya	sasya	surface	34	2901	mn
kochergina	vaye	vaya	suffix-strip	34	35949	m
kochergina	rasya	rasya	surface	34	26474	adj
kochergina	ugra	ugra	surface	34	552	adj
kochergina	tapa	tapa	surface	34	10221	m
kochergina	hire	hirA	suffix-strip	34	26474	f
kochergina	kuta	kuta	surface	34	35949	m
kochergina	mara	mara	surface	34	23796	m
kochergina	ena	ena	surface	34	23796	adj
kochergina	kula	kula	surface	34	184	n
kochergina	manus	manus	surface	34	5816	m
kochergina	ba	ba	surface	34	35949	m
kochergina	vaya	vaya	surface	34	35949	m
kochergina	paraspara	paraspara	surface	34	715	adj
kochergina	kusumapura	kusumapura	surface	34	35949	n
kochergina	diti	diti	surface	34	3929	f
kochergina	suputre	suputra	suffix-strip	34	35949	m
kochergina	nava	nava	surface	34	1016	adj
kochergina	sattvam	sattva	suffix-strip	34	117	n
kochergina	tvaritam	tvarita	suffix-strip	34	3956	adj
kochergina	pratibimba	pratibimba	surface	34	6591	mn
kochergina	cari	cari	surface	34	13704	f
kochergina	acakra	acakra	surface	34	23796	adj
kochergina	sanna	sanna	surface	34	47379	adj
kochergina	sana	sana	surface	34	11591	adj
kochergina	vahni	vahni	surface	34	406	m
kochergina	gantu	gantu	surface	34	11317	m
kochergina	iy	iy	surface	34	35949	m
kochergina	upagam	upaga	suffix-strip	34	7431	adj
kochergina	salila	salila	surface	34	880	n
kochergina	raya	raya	surface	34	9699	m
kochergina	tejas	tejas	surface	34	143	n
kochergina	rakta	rakta	surface	34	226	adj
kochergina	vakra	vakra	surface	34	2795	adj
kochergina	sura	sura	surface	34	328	m
kochergina	svagata	svagata	surface	34	19118	adj
kochergina	rasa	rasa	surface	34	49	mn
kochergina	K	K	surface	34	35949	m
kochergina	kzatriyA	kzatriyA	surface	35	5613	f
kochergina	yudDe	yudDa	suffix-strip	35	248	n
kochergina	vfkzAn	vfkza	suffix-strip	35	485	m
kochergina	saMsArasya	saMsAra	suffix-strip	35	1156	mn
kochergina	SItaH	SIta	suffix-strip	35	351	adj
kochergina	prApte	prApta	suffix-strip	35	23796	adj
kochergina	zoqaSe	zoqaSa	suffix-strip	35	2115	adj
kochergina	janakasya	janaka	suffix-strip	35	1828	m
kochergina	vacaH	vaca	suffix-strip	35	47379	m
kochergina	rAmAya	rAma	suffix-strip	35	134	m
kochergina	pArTivam	pArTiva	suffix-strip	35	399	m
kochergina	sacivAH	saciva	suffix-strip	35	2556	m
kochergina	SatAni	Sata	suffix-strip	35	85	mn
kochergina	anna	anna	surface	35	194	n
kochergina	pustaka	pustaka	surface	35	5464	mn
kochergina	kas	kas	surface	35	35949	m
kochergina	R	R	surface	35	11898	m
kochergina	putraH	putra	suffix-strip	36	42	m
kochergina	kAlidAsa	kAlidAsa	surface	36	47379	m
kochergina	DftarAzwra	DftarAzwra	surface	36	645	m
kochergina	Darmakzetre	Darmakzetra	suffix-strip	36	35949	n
kochergina	kurukzetre	kurukzetra	suffix-strip	36	3156	n
kochergina	mAmakAH	mAmaka	suffix-strip	36	3198	adj
kochergina	rAjendra	rAjendra	surface	36	15149	m
kochergina	paSyata	paSyata	surface	37	47379	adj
kochergina	nfpa	nfpa	surface	37	153	m
kochergina	gaNge	gaNgA	suffix-strip	37	737	f
kochergina	maraRena	maraRa	suffix-strip	37	938	n
kochergina	bAlikA	bAlikA	surface	37	12205	f
kochergina	rAkzasAH	rAkzasa	suffix-strip	37	245	m
kochergina	prapUraRe	prapUraRa	suffix-strip	37	26474	n
kochergina	AropaRe	AropaRa	suffix-strip	37	13286	n
kochergina	samAyoge	samAyoga	suffix-strip	37	7790	m
kochergina	vepane	vepana	suffix-strip	37	15765	n
kochergina	rAjaputrayoH	rAjaputra	suffix-strip	37	17217	m
kochergina	vatsa	vatsa	surface	37	742	m
kochergina	rAma	rAma	surface	37	134	m
kochergina	sTite	sTita	suffix-strip	38	30141	n
kochergina	sUrye	sUrya	suffix-strip	38	236	m
kochergina	naBaH	naBa	suffix-strip	38	12880	m
kochergina	rikTasya	rikTa	suffix-strip	38	7094	n
kochergina	puzpitena	puzpita	suffix-strip	38	2739	adj
kochergina	pUraRe	pUraRa	suffix-strip	38	3790	n
kochergina	lIlayA	lIlA	suffix-strip	38	1912	f
kochergina	raGunandanaH	raGunandana	suffix-strip	38	4192	m
kochergina	vacan	vaca	suffix-strip	38	47379	m
kochergina	tEH	ta	suffix-strip	39	8823	m
kochergina	vAra	vAra	surface	39	619	mn
kochergina	narAH	nara	suffix-strip	39	83	m
kochergina	Sabdena	Sabda	suffix-strip	39	197	m
kochergina	jane	jana	suffix-strip	39	140	m
kochergina	kule	kula	suffix-strip	39	184	n
kochergina	gama	gama	surface	39	5270	adj
kochergina	paTi	paTi	surface	40	26474	m
kochergina	siMha	siMha	surface	40	607	m
kochergina	svAmin	svAmin	surface	40	1525	m
kochergina	satyA	satyA	surface	40	8940	f
kochergina	pratijYA	pratijYA	surface	40	1123	f
kochergina	kOSika	kOSika	surface	40	1175	m
kochergina	tvaritA	tvaritA	surface	40	47379	f
kochergina	raTEH	raTa	suffix-strip	40	66	m
kochergina	nfpAya	nfpa	suffix-strip	40	153	m
kochergina	kzayyaH	kzayya	suffix-strip	40	35949	adj
kochergina	sAhityasya	sAhitya	suffix-strip	40	17217	n
